Name,Price,Mrp,Discount,Brand,Link,SKU_code,Path,Category 1,Category 2,Category 3,Category 4,Category 5,Product Type,Product Line,Model,UOM,Country of Origin,Sales Unit,Weight/ Volume UOM,Weight/ Volume,Shape,Series,Manufacturer/Importer Name,Manufacturer/Importer Address,Finish,Coverage Area/Box/SQMT,Base Material,Thickness,Module,Material Category,Material Description,External Material Group,Wattage,Type/ Mounting Type,Sub Brand,Fitment,Warranty,KEY,PASSWORD,FINGER PRINT,RFID CARD,Avg.Weight in KG/LTR/GM,Dimension/ Size,Wire Grade,Wire Length (Meter),BLUETOOTH,Pattern,Coverage Area/Box/SFT,Pack Size,Colour Family,Core,Colour Name(CCT),Series/Sub brands,Current Rating(AMP),Wire Area (sq. mm),Lumen,IOT,Size (Cut out) MM,Breaking Capacity,Pole,Way,Assembly Required,Assembly Type,What is in the Box,Product Care Instructions,Style,Age Range (Description),Special Feature,Number of Pcs,Size,Load Capacity,Metal Type,Noise,Steel Grade,Maximum Weight Recommendation,Angle,Occasion,Room Type,Surface Recommendation,Item Firmness Description
jcpl coral texture coupe muse bowl 23 cm,₹899.01,₹1152.00,22%,JCPL,https://www.hippostores.com/jcpl-coral-texture-coupe-muse-bowl-23-cm-model-43108962/product/6500003347,6500003347,home and kitchen (hnk) > kitchen & dining > dinnerware > CERAMIC BOWLS,home and kitchen (hnk),kitchen & dining,dinnerware,CERAMIC BOWLS,,CERAMIC BOWLS,DINNERWARE,43108962,PCE,India,PCE,KGM,0.743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clay craft king cup saucer set 12 pcs,₹2598.93,₹3269.00,21%,CLAY CRAFT,https://www.hippostores.com/clay-craft-king-cup-saucer-set-12-pcs-model-ebony/product/6500003384,6500003384,home and kitchen (hnk) > kitchen & dining > dinnerware > CERAMIC TEA SETS,home and kitchen (hnk),kitchen & dining,dinnerware,CERAMIC TEA SETS,,CERAMIC TEA SETS,DINNERWARE,EBONY,PCE,India,PCE,KGM,0.289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jcpl orion porcelain milk mug 1 pc,₹199,₹249.00,20%,JCPL,https://www.hippostores.com/jcpl-orion-porcelain-milk-mug-1-pc-model-carpet/product/6500003379,6500003379,home and kitchen (hnk) > kitchen & dining > dinnerware > CERAMIC MUGS,home and kitchen (hnk),kitchen & dining,dinnerware,CERAMIC MUGS,,CERAMIC MUGS,DINNERWARE,CARPET,PCE,India,PCE,KGM,0.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clay craft cream cup saucer set 12 pcs,₹1699.02,₹2129.00,20%,CLAY CRAFT,https://www.hippostores.com/clay-craft-cream-cup-saucer-set-12-pcs-model-royal/product/6500003386,6500003386,home and kitchen (hnk) > kitchen & dining > dinnerware > CERAMIC TEA SETS,home and kitchen (hnk),kitchen & dining,dinnerware,CERAMIC TEA SETS,,CERAMIC TEA SETS,DINNERWARE,ROYAL,PCE,India,PCE,KGM,0.264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clay craft urmi dinner set 38 pcs,₹14799.09,₹18589.00,20%,CLAY CRAFT,https://www.hippostores.com/clay-craft-urmi-dinner-set-38-pcs-model-noir/product/6500003387,6500003387,home and kitchen (hnk) > kitchen & dining > dinnerware > CERAMIC DINR SETS,home and kitchen (hnk),kitchen & dining,dinnerware,CERAMIC DINR SETS,,CERAMIC DINNER SETS,DINNERWARE,NOIR,PCE,India,PCE,KGM,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jcpl aroma texture coupe plate 18 cm,₹248.99,₹310.00,20%,JCPL,https://www.hippostores.com/jcpl-aroma-texture-coupe-plate-18-cm-model-43100163/product/6500003353,6500003353,home and kitchen (hnk) > kitchen & dining > dinnerware > CERAMIC PLATES,home and kitchen (hnk),kitchen & dining,dinnerware,CERAMIC PLATES,,CERAMIC PLATES,DINNERWARE,43100163,PCE,India,PCE,KGM,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jcpl aroma texture nappy bowl 16 cm,₹299.01,₹363.00,18%,JCPL,https://www.hippostores.com/jcpl-aroma-texture-nappy-bowl-16-cm-model-43100963/product/6500003358,6500003358,home and kitchen (hnk) > kitchen & dining > dinnerware > CERAMIC BOWLS,home and kitchen (hnk),kitchen & dining,dinnerware,CERAMIC BOWLS,,CERAMIC BOWLS,DINNERWARE,43100963,PCE,India,PCE,KGM,0.285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jcpl aroma texture coupe muse bowl 19 cm,₹580,₹736.00,21%,JCPL,https://www.hippostores.com/jcpl-aroma-texture-coupe-muse-bowl-19-cm-model-43109063/product/6500003357,6500003357,home and kitchen (hnk) > kitchen & dining > dinnerware > CERAMIC BOWLS,home and kitchen (hnk),kitchen & dining,dinnerware,CERAMIC BOWLS,,CERAMIC BOWLS,DINNERWARE,43109063,PCE,India,PCE,KGM,0.542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jcpl sway texture coupe plate 18 cm,₹248.99,₹310.00,20%,JCPL,https://www.hippostores.com/jcpl-sway-texture-coupe-plate-18-cm-model-43100164/product/6500003362,6500003362,home and kitchen (hnk) > kitchen & dining > dinnerware > CERAMIC PLATES,home and kitchen (hnk),kitchen & dining,dinnerware,CERAMIC PLATES,,CERAMIC PLATES,DINNERWARE,43100164,PCE,India,PCE,KGM,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jcpl aroma texture thali bowl 9 cm,₹149,₹188.00,21%,JCPL,https://www.hippostores.com/jcpl-aroma-texture-thali-bowl-9-cm-model-43101563/product/6500003354,6500003354,home and kitchen (hnk) > kitchen & dining > dinnerware > CERAMIC BOWLS,home and kitchen (hnk),kitchen & dining,dinnerware,CERAMIC BOWLS,,CERAMIC BOWLS,DINNERWARE,43101563,PCE,India,PCE,KGM,0.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jcpl aroma texture orion milk mug,₹264.99,₹332.00,20%,JCPL,https://www.hippostores.com/jcpl-aroma-texture-orion-milk-mug-model-43100763/product/6500003355,6500003355,home and kitchen (hnk) > kitchen & dining > dinnerware > CERAMIC MUGS,home and kitchen (hnk),kitchen & dining,dinnerware,CERAMIC MUGS,,CERAMIC MUGS,DINNERWARE,43100763,PCE,India,PCE,KGM,0.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jcpl aroma texture coupe muse bowl 23 cm,₹899.01,₹1152.00,22%,JCPL,https://www.hippostores.com/jcpl-aroma-texture-coupe-muse-bowl-23-cm-model-43108963/product/6500003356,6500003356,home and kitchen (hnk) > kitchen & dining > dinnerware > CERAMIC BOWLS,home and kitchen (hnk),kitchen & dining,dinnerware,CERAMIC BOWLS,,CERAMIC BOWLS,DINNERWARE,43108963,PCE,India,PCE,KGM,0.743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jcpl sway texture coupe muse bowl 23 cm,₹899.01,₹1152.00,22%,JCPL,https://www.hippostores.com/jcpl-sway-texture-coupe-muse-bowl-23-cm-model-43108964/product/6500003365,6500003365,home and kitchen (hnk) > kitchen & dining > dinnerware > CERAMIC BOWLS,home and kitchen (hnk),kitchen & dining,dinnerware,CERAMIC BOWLS,,CERAMIC BOWLS,DINNERWARE,43108964,PCE,India,PCE,KGM,0.743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jcpl sway texture thali bowl 9 cm,₹149,₹188.00,21%,JCPL,https://www.hippostores.com/jcpl-sway-texture-thali-bowl-9-cm-model-43101564/product/6500003363,6500003363,home and kitchen (hnk) > kitchen & dining > dinnerware > CERAMIC BOWLS,home and kitchen (hnk),kitchen & dining,dinnerware,CERAMIC BOWLS,,CERAMIC BOWLS,DINNERWARE,43101564,PCE,India,PCE,KGM,0.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clay craft impression cup saucer set 12 pcs,₹1398.97,₹1749.00,20%,CLAY CRAFT,https://www.hippostores.com/clay-craft-impression-cup-saucer-set-12-pcs-model-impression/product/6500003385,6500003385,home and kitchen (hnk) > kitchen & dining > dinnerware > CERAMIC TEA SETS,home and kitchen (hnk),kitchen & dining,dinnerware,CERAMIC TEA SETS,,CERAMIC TEA SETS,DINNERWARE,IMPRESSION,PCE,India,PCE,KGM,0.261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clay craft tetra happiness steel bottle 1000 ml,₹248.99,₹349.00,29%,CLAY CRAFT,https://www.hippostores.com/clay-craft-tetra-happiness-steel-bottle-1000-ml-model-happiness-1000/product/6500003538,6500003538,home and kitchen (hnk) > kitchen & dining > bottle & flask > STEEL BOTTLES,home and kitchen (hnk),kitchen & dining,bottle & flask,STEEL BOTTLES,,STEEL BOTTLES,BOTTLE & FLASK,HAPPINESS 1000,PCE,India,PCE,KGM,0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clay craft petra alligator steel bottle 1000 ml,₹248.99,₹349.00,29%,CLAY CRAFT,https://www.hippostores.com/clay-craft-petra-alligator-steel-bottle-1000-ml-model-alligator-p/product/6500003540,6500003540,home and kitchen (hnk) > kitchen & dining > bottle & flask > STEEL BOTTLES,home and kitchen (hnk),kitchen & dining,bottle & flask,STEEL BOTTLES,,STEEL BOTTLES,BOTTLE & FLASK,ALLIGATOR P,PCE,India,PCE,KGM,0.197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clay craft tetra alligator steel bottle 1000 ml,₹248.99,₹349.00,29%,CLAY CRAFT,https://www.hippostores.com/clay-craft-tetra-alligator-steel-bottle-1000-ml-model-alligator-t/product/6500003539,6500003539,home and kitchen (hnk) > kitchen & dining > bottle & flask > STEEL BOTTLES,home and kitchen (hnk),kitchen & dining,bottle & flask,STEEL BOTTLES,,STEEL BOTTLES,BOTTLE & FLASK,ALLIGATOR T,PCE,India,PCE,KGM,0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jcpl sway texture charlie platter big 31 cm,₹1299.01,₹1634.00,21%,JCPL,https://www.hippostores.com/jcpl-sway-texture-charlie-platter-big-31-cm-model-43107164/product/6500003368,6500003368,home and kitchen (hnk) > kitchen & dining > dinnerware > PLATTERS,home and kitchen (hnk),kitchen & dining,dinnerware,PLATTERS,,PLATTERS,DINNERWARE,43107164,PCE,India,PCE,KGM,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jcpl sway texture nappy bowl 16 cm,₹299.01,₹363.00,18%,JCPL,https://www.hippostores.com/jcpl-sway-texture-nappy-bowl-16-cm-model-43100964/product/6500003367,6500003367,home and kitchen (hnk) > kitchen & dining > dinnerware > CERAMIC BOWLS,home and kitchen (hnk),kitchen & dining,dinnerware,CERAMIC BOWLS,,CERAMIC BOWLS,DINNERWARE,43100964,PCE,India,PCE,KGM,0.285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jcpl sway texture charlie platter big 25 cm,₹949,₹1188.00,20%,JCPL,https://www.hippostores.com/jcpl-sway-texture-charlie-platter-big-25-cm-model-43107264/product/6500003369,6500003369,home and kitchen (hnk) > kitchen & dining > dinnerware > PLATTERS,home and kitchen (hnk),kitchen & dining,dinnerware,PLATTERS,,PLATTERS,DINNERWARE,43107264,PCE,India,PCE,KGM,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clay craft coffee mug jackson 6 pcs,₹625.03,₹779.00,20%,CLAY CRAFT,https://www.hippostores.com/clay-craft-coffee-mug-jackson-6-pcs-model-hilton/product/6500003371,6500003371,home and kitchen (hnk) > kitchen & dining > dinnerware > CERAMIC MUGS,home and kitchen (hnk),kitchen & dining,dinnerware,CERAMIC MUGS,,CERAMIC MUGS,DINNERWARE,HILTON,PCE,India,PCE,KGM,0.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clay craft coffee mug stripes 6 pcs,₹525,₹660.00,20%,CLAY CRAFT,https://www.hippostores.com/clay-craft-coffee-mug-stripes-6-pcs-model-presto/product/6500003372,6500003372,home and kitchen (hnk) > kitchen & dining > dinnerware > CERAMIC MUGS,home and kitchen (hnk),kitchen & dining,dinnerware,CERAMIC MUGS,,CERAMIC MUGS,DINNERWARE,PRESTO,PCE,India,PCE,KGM,0.176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jcpl coffee mug breeze 6 pcs,₹699,₹869.00,20%,JCPL,https://www.hippostores.com/jcpl-coffee-mug-breeze-6-pcs-model-kohinoor/product/6500003370,6500003370,home and kitchen (hnk) > kitchen & dining > dinnerware > CERAMIC MUGS,home and kitchen (hnk),kitchen & dining,dinnerware,CERAMIC MUGS,,CERAMIC MUGS,DINNERWARE,KOHINOOR,PCE,India,PCE,KGM,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clay craft twig milk mug 1 pc,₹249,₹309.00,19%,CLAY CRAFT,https://www.hippostores.com/clay-craft-twig-milk-mug-1-pc-model-cr-me-collection/product/6500003376,6500003376,home and kitchen (hnk) > kitchen & dining > dinnerware > CERAMIC MUGS,home and kitchen (hnk),kitchen & dining,dinnerware,CERAMIC MUGS,,CERAMIC MUGS,DINNERWARE,CRÈME COLLECTION,PCE,India,PCE,KGM,0.228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clay craft coffee mug director 6 pcs,₹649,₹809.00,20%,CLAY CRAFT,https://www.hippostores.com/clay-craft-coffee-mug-director-6-pcs-model-hilton/product/6500003374,6500003374,home and kitchen (hnk) > kitchen & dining > dinnerware > CERAMIC MUGS,home and kitchen (hnk),kitchen & dining,dinnerware,CERAMIC MUGS,,CERAMIC MUGS,DINNERWARE,HILTON,PCE,India,PCE,KGM,0.177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clay craft ava milk mug 1 pc,₹249,₹309.00,19%,CLAY CRAFT,https://www.hippostores.com/clay-craft-ava-milk-mug-1-pc-model-cr-me-collection/product/6500003375,6500003375,home and kitchen (hnk) > kitchen & dining > dinnerware > CERAMIC MUGS,home and kitchen (hnk),kitchen & dining,dinnerware,CERAMIC MUGS,,CERAMIC MUGS,DINNERWARE,CRÈME COLLECTION,PCE,India,PCE,KGM,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clay craft vertis milk mug 1 pc,₹249,₹315.00,21%,CLAY CRAFT,https://www.hippostores.com/clay-craft-vertis-milk-mug-1-pc-model-cr-me-collection/product/6500003378,6500003378,home and kitchen (hnk) > kitchen & dining > dinnerware > CERAMIC MUGS,home and kitchen (hnk),kitchen & dining,dinnerware,CERAMIC MUGS,,CERAMIC MUGS,DINNERWARE,CRÈME COLLECTION,PCE,India,PCE,KGM,0.218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clay craft impression milk mug 2 pcs,₹449,₹569.00,21%,CLAY CRAFT,https://www.hippostores.com/clay-craft-impression-milk-mug-2-pcs-model-impression/product/6500003377,6500003377,home and kitchen (hnk) > kitchen & dining > dinnerware > CERAMIC MUGS,home and kitchen (hnk),kitchen & dining,dinnerware,CERAMIC MUGS,,CERAMIC MUGS,DINNERWARE,IMPRESSION,PCE,India,PCE,KGM,0.226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clay craft coffee mug allure 6 pcs,₹525,₹660.00,20%,CLAY CRAFT,https://www.hippostores.com/clay-craft-coffee-mug-allure-6-pcs-model-presto/product/6500003373,6500003373,home and kitchen (hnk) > kitchen & dining > dinnerware > CERAMIC MUGS,home and kitchen (hnk),kitchen & dining,dinnerware,CERAMIC MUGS,,CERAMIC MUGS,DINNERWARE,PRESTO,PCE,India,PCE,KGM,0.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jcpl ground texture coupe plate 18 cm,₹248.99,₹310.00,20%,JCPL,https://www.hippostores.com/jcpl-ground-texture-coupe-plate-18-cm-model-43100161/product/6500003335,6500003335,home and kitchen (hnk) > kitchen & dining > dinnerware > CERAMIC PLATES,home and kitchen (hnk),kitchen & dining,dinnerware,CERAMIC PLATES,,CERAMIC PLATES,DINNERWARE,43100161,PCE,India,PCE,KGM,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jcpl coral texture platter roma big,₹1499.04,₹1801.00,17%,JCPL,https://www.hippostores.com/jcpl-coral-texture-platter-roma-big-model-43107162/product/6500003350,6500003350,home and kitchen (hnk) > kitchen & dining > dinnerware > PLATTERS,home and kitchen (hnk),kitchen & dining,dinnerware,PLATTERS,,PLATTERS,DINNERWARE,43107162,PCE,India,PCE,KGM,0.556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jcpl coral texture platter roma med,₹1098.99,₹1400.00,22%,JCPL,https://www.hippostores.com/jcpl-coral-texture-platter-roma-med-model-43107262/product/6500003351,6500003351,home and kitchen (hnk) > kitchen & dining > dinnerware > PLATTERS,home and kitchen (hnk),kitchen & dining,dinnerware,PLATTERS,,PLATTERS,DINNERWARE,43107262,PCE,India,PCE,KGM,0.388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jcpl aroma texture coupe plate 27 cm,₹499.02,₹633.00,21%,JCPL,https://www.hippostores.com/jcpl-aroma-texture-coupe-plate-27-cm-model-43100263/product/6500003352,6500003352,home and kitchen (hnk) > kitchen & dining > dinnerware > CERAMIC PLATES,home and kitchen (hnk),kitchen & dining,dinnerware,CERAMIC PLATES,,CERAMIC PLATES,DINNERWARE,43100263,PCE,India,PCE,KGM,0.482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jcpl ground texture thali bowl 9 cm,₹149,₹188.00,21%,JCPL,https://www.hippostores.com/jcpl-ground-texture-thali-bowl-9-cm-model-43101561/product/6500003336,6500003336,home and kitchen (hnk) > kitchen & dining > dinnerware > CERAMIC BOWLS,home and kitchen (hnk),kitchen & dining,dinnerware,CERAMIC BOWLS,,CERAMIC BOWLS,DINNERWARE,43101561,PCE,India,PCE,KGM,0.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jcpl ground texture coupe plate 27 cm,₹499.02,₹633.00,21%,JCPL,https://www.hippostores.com/jcpl-ground-texture-coupe-plate-27-cm-model-43100261/product/6500003334,6500003334,home and kitchen (hnk) > kitchen & dining > dinnerware > CERAMIC PLATES,home and kitchen (hnk),kitchen & dining,dinnerware,CERAMIC PLATES,,CERAMIC PLATES,DINNERWARE,43100261,PCE,India,PCE,KGM,0.482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jcpl coral texture coupe plate 18 cm,₹248.99,₹310.00,20%,JCPL,https://www.hippostores.com/jcpl-coral-texture-coupe-plate-18-cm-model-43100162/product/6500003344,6500003344,home and kitchen (hnk) > kitchen & dining > dinnerware > CERAMIC PLATES,home and kitchen (hnk),kitchen & dining,dinnerware,CERAMIC PLATES,,CERAMIC PLATES,DINNERWARE,43100162,PCE,India,PCE,KGM,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
