Name,Price,Mrp,Discount,Brand,Link,SKU_code,Path,Category 1,Category 2,Category 3,Category 4,Category 5,Product Type,Product Line,Model,UOM,Country of Origin,Sales Unit,Weight/ Volume UOM,Weight/ Volume,Shape,Series,Manufacturer/Importer Name,Manufacturer/Importer Address,Finish,Coverage Area/Box/SQMT,Base Material,Thickness,Module,Material Category,Material Description,External Material Group,Wattage,Type/ Mounting Type,Sub Brand,Fitment,Warranty,KEY,PASSWORD,FINGER PRINT,RFID CARD,Avg.Weight in KG/LTR/GM,Dimension/ Size,Wire Grade,Wire Length (Meter),BLUETOOTH,Pattern,Coverage Area/Box/SFT,Pack Size,Colour Family,Core,Colour Name(CCT),Series/Sub brands,Current Rating(AMP),Wire Area (sq. mm),Lumen,IOT,Size (Cut out) MM,Breaking Capacity,Pole,Way,Assembly Required,Assembly Type,What is in the Box,Product Care Instructions,Style,Age Range (Description),Special Feature,Number of Pcs,Size,Load Capacity,Metal Type,Noise,Steel Grade,Maximum Weight Recommendation,Angle,Occasion,Room Type,Surface Recommendation,Item Firmness Description
greenply ecotec mr ply 8x4 size 15 mm,₹2675.01 (₹83.48/SQFT),,,GREENPLY,https://www.hippostores.com/greenply-ecotec-mr-ply-8x4-size-15-mm-model-tmrectpp150244122/product/7000003325,7000003325,wood materials (wmt) > plyboards > plywood > MR PLY,wood materials (wmt),plyboards,plywood,MR PLY,,MR PLY,PLYWOOD,TMRECTPP150244122,ST,India,ST,KGM,28.5,,ECOTEC MR,GREENPLY INDUSTRIES LIMITED,"GODOWN NO 2, F-71 BULAND SHAHAR ROAD, INDUSTRIAL AREA, GHAZIABAD, UP, 201001",,2.977,WOOD,15 MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
greenply ecotec mr ply 8x4 size 8 mm,₹1662.88 (₹51.89/SQFT),,,GREENPLY,https://www.hippostores.com/greenply-ecotec-mr-ply-8x4-size-8-mm-model-tmrectpp080244122/product/7000003327,7000003327,wood materials (wmt) > plyboards > plywood > MR PLY,wood materials (wmt),plyboards,plywood,MR PLY,,MR PLY,PLYWOOD,TMRECTPP080244122,ST,India,ST,KGM,16.0,,ECOTEC MR,GREENPLY INDUSTRIES LIMITED,"GODOWN NO 2, F-71 BULAND SHAHAR ROAD, INDUSTRIAL AREA, GHAZIABAD, UP, 201001",,2.977,WOOD,8 MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
greenply ecotec mr ply 8x4 size 12 mm,₹2062.11 (₹64.35/SQFT),,,GREENPLY,https://www.hippostores.com/greenply-ecotec-mr-ply-8x4-size-12-mm-model-tmrectpp120244122/product/7000003326,7000003326,wood materials (wmt) > plyboards > plywood > MR PLY,wood materials (wmt),plyboards,plywood,MR PLY,,MR PLY,PLYWOOD,TMRECTPP120244122,ST,India,ST,KGM,22.75,,ECOTEC MR,GREENPLY INDUSTRIES LIMITED,"GODOWN NO 2, F-71 BULAND SHAHAR ROAD, INDUSTRIAL AREA, GHAZIABAD, UP, 201001",,2.977,WOOD,12 MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bhutan tuff bwp gurjan plywood 8x4 sqft 6mm,₹1835.91 (₹57.29/SQFT),,,BHUTAN TUFF,https://www.hippostores.com/bhutan-tuff-bwp-gurjan-plywood-8x4-sqft-6mm/product/7000003309,7000003309,wood materials (wmt) > plyboards > plywood > BWP PLY,wood materials (wmt),plyboards,plywood,BWP PLY,,BWP PLY,PLYWOOD,,ST,India,ST,KGM,13.5,,GURJAN PLYWOOD,AMIT DECORATIVE PLYWOOD PVT.LT,"Village Rampur,Tehsil Kharkhoda,, Kharkhoda, Sonipat, Sonipat, HR, 131402",,2.977,WOOD,6 MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bhutan tuff wpc board mass 2440x1220 6mm,₹1977.73 (₹61.8/SQFT),,,BHUTAN TUFF,https://www.hippostores.com/bhutan-tuff-wpc-board-mass-2440x1220-6mm/product/7000003305,7000003305,wood materials (wmt) > wpc > wpc > WPC,wood materials (wmt),wpc,wpc,WPC,,WPC,WPC,,ST,India,ST,KGM,10.75,,MASS,AMIT DECORATIVE PLYWOOD PVT.LT,"Village Rampur,Tehsil Kharkhoda,, Kharkhoda, Sonipat, Sonipat, HR, 131402",,2.9729,WPC,6 MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bhutan tuff wpc board mass 2440x1220 8mm,₹2554.45 (₹79.83/SQFT),,,BHUTAN TUFF,https://www.hippostores.com/bhutan-tuff-wpc-board-mass-2440x1220-8mm/product/7000003306,7000003306,wood materials (wmt) > wpc > wpc > WPC,wood materials (wmt),wpc,wpc,WPC,,WPC,WPC,,ST,India,ST,KGM,14.25,,MASS,AMIT DECORATIVE PLYWOOD PVT.LT,"Village Rampur,Tehsil Kharkhoda,, Kharkhoda, Sonipat, Sonipat, HR, 131402",,2.9729,WPC,8 MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bhutan tuff wpc board mass 2440x1220 12mm,₹3749.23 (₹117.16/SQFT),,,BHUTAN TUFF,https://www.hippostores.com/bhutan-tuff-wpc-board-mass-2440x1220-12mm/product/7000003304,7000003304,wood materials (wmt) > wpc > wpc > WPC,wood materials (wmt),wpc,wpc,WPC,,WPC,WPC,,ST,India,ST,KGM,21.5,,MASS,AMIT DECORATIVE PLYWOOD PVT.LT,"Village Rampur,Tehsil Kharkhoda,, Kharkhoda, Sonipat, Sonipat, HR, 131402",,2.9729,WPC,12 MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
greenply green marine bwp blockboard 7x4 size 19 mm,₹4261.68 (₹151.64/SQFT),,,GREENPLY,https://www.hippostores.com/greenply-green-marine-bwp-blockboard-7x4-size-19-mm-model-gbpgrnbp190214122/product/7000003353,7000003353,wood materials (wmt) > plyboards > block board > BWP BB,wood materials (wmt),plyboards,block board,BWP BB,,BWP BB,BLOCK BOARD,GBPGRNBP190214122,ST,India,ST,KGM,28.0,,GREEN MARINE,GREENPLY INDUSTRIES LIMITED,"GODOWN NO 2, F-71 BULAND SHAHAR ROAD, INDUSTRIAL AREA, GHAZIABAD, UP, 201001",,2.611,WOOD,19 MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
actiontesa laminated hdhmr board exterior bsl 8.00mm thick 8x4 size fab cream matt,₹1895.8 (₹59.16/SQFT),,,ACTION TESA,https://www.hippostores.com/actiontesa-laminated-hdhmr-board-exterior-bsl-8-00mm-thick-8x4-size-fab-cream-matt-model-hd-lr-08-00-e-bb-3406-3406-e-b/product/7000003302,7000003302,wood materials (wmt) > decorative > prelam > HDF BSL,wood materials (wmt),decorative,prelam,HDF BSL,,HDF BSL,PRELAM,HD-LR-08.00-E-BB-3406-3406-E-B,ST,India,ST,KGM,21.77,,,BALAJI ACTION BUILDWELL PVT LT,"C34,C34A to D & C3 C6A TO PLOT 5, ELDECO SIDICUL INDUSTRIAL PARK,SITARGANJ, DISTRICT-UDHAM SINGH NAGAR, UDHAM SINGH NAGAR, SITARGANJ, UT, 262405",MT,2.977,HDHMR,8 MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
action tesa raw hdhmr board ext 2440x1220 16mm,₹2373.02 (₹74.06/SQFT),,,ACTION TESA,https://www.hippostores.com/action-tesa-raw-hdhmr-board-ext-2440x1220-16mm-model-hd-mr-16-00-e-bb-e2-nb-a/product/7000003294,7000003294,wood materials (wmt) > mdf > hdf > HDF,wood materials (wmt),mdf,hdf,HDF,,HDF,HDF,HD-MR-16.00-E-BB-E2-NB-A+,ST,India,ST,KGM,41.15,,,BALAJI ACTION BUILDWELL PVT LT,"C34,C34A to D & C3 C6A TO PLOT 5, ELDECO SIDICUL INDUSTRIAL PARK,SITARGANJ, DISTRICT-UDHAM SINGH NAGAR, UDHAM SINGH NAGAR, SITARGANJ, UT, 262405",MT,2.9768,HDHMR,16 MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bhutan tuff bwp f/door 90x39 sqft 35mm p35n9039,₹4335.21 (₹177.85/SQFT),,,BHUTAN TUFF,https://www.hippostores.com/bhutan-tuff-bwp-f-door-90x39-sqft-35mm-p35n9039-model-p35n9039/product/7000003244,7000003244,wood materials (wmt) > doors > flush door > BWP FD,wood materials (wmt),doors,flush door,BWP FD,,BWP DOOR,FLUSH DOOR,P35N9039,ST,India,ST,KGM,44.0,,FLUSH DOOR,AMIT DENSIFIED(DOORS) PVT.LTD,"Village Saidpur,Tehsil Kharkhoda, Saidpur ,Sonipat, Sonipat, Sonipat, HR, 131402",,2.2645,WOOD,35 MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
greenply ecotec 710 bwp ply 7x4 size 12 mm,₹2229.57 (₹79.33/SQFT),,,GREENPLY,https://www.hippostores.com/greenply-ecotec-710-bwp-ply-7x4-size-12-mm-model-tbpec7pp120214122/product/7000003340,7000003340,wood materials (wmt) > plyboards > plywood > BWP PLY,wood materials (wmt),plyboards,plywood,BWP PLY,,BWP PLY,PLYWOOD,TBPEC7PP120214122,ST,India,ST,KGM,20.0,,ECOTEC 710,GREENPLY INDUSTRIES LIMITED,"GODOWN NO 2, F-71 BULAND SHAHAR ROAD, INDUSTRIAL AREA, GHAZIABAD, UP, 201001",,2.611,WOOD,12 MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
greenply ecotec 710 bwp ply 7x4 size 6 mm,₹1568.73 (₹55.82/SQFT),,,GREENPLY,https://www.hippostores.com/greenply-ecotec-710-bwp-ply-7x4-size-6-mm-model-tbpec7pp060214122/product/7000003341,7000003341,wood materials (wmt) > plyboards > plywood > BWP PLY,wood materials (wmt),plyboards,plywood,BWP PLY,,BWP PLY,PLYWOOD,TBPEC7PP060214122,ST,India,ST,KGM,10.5,,ECOTEC 710,GREENPLY INDUSTRIES LIMITED,"GODOWN NO 2, F-71 BULAND SHAHAR ROAD, INDUSTRIAL AREA, GHAZIABAD, UP, 201001",,2.611,WOOD,6 MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
merino 22084 suede 2440x1220mm 1mm,₹1490.68,,,MERINO,https://www.hippostores.com/merino-22084-suede-2440x1220mm-1mm/product/7000006921,7000006921,wood materials (wmt) > decorative > laminates > 1.00 MM Laminate,wood materials (wmt),decorative,laminates,1.00 MM Laminate,,1.00 MM LAMINATE,LAMINATES,,ST,India,ST,KGM,4.5,,,Merino Industries Ltd.,"B-41,Lawrence Road,Industrial Area, New Delhi, New Delhi, DL, 110035",SUEDE,,PAPER BASED,1MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3 edge band tape fabric-25 0.8x22mm 2089 mt 50 rmt,₹724.25,,,E3,https://www.hippostores.com/e3-edge-band-tape-fabric-25-0-8x22mm-2089-mt-50-rmt-model-2089-mt/product/7000006919,7000006919,wood materials (wmt) > ancillaries > edge banding tapes > 0.8 MM,wood materials (wmt),ancillaries,edge banding tapes,0.8 MM,,0.8 MM,EDGE BANDING TAPES,2089 MT,RO,India,RO,KGM,1.5,,PVC TAPE,123 PLY,"Plot No.Z 42,Okhla Industrial area phase 2, South Delhi, NEW DELHI, South Delhi, DL, 110020",MT,,PVC,0.8MM,,WMT,E3 EDGE BDTP FBRC-25 0.8X22MM2089MT50RMT,123 PLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
greenlam gl 5395 ara 2440x1220x 1mm,₹2318.82,,,GREENLAM,https://www.hippostores.com/greenlam-gl-5395-ara-2440x1220x-1mm-model-5395-ara/product/7000006983,7000006983,wood materials (wmt) > decorative > laminates > 1.00 MM Laminate,wood materials (wmt),decorative,laminates,1.00 MM Laminate,,1.00 MM LAMINATE,LAMINATES,5395 ARA,ST,India,ST,KGM,4.5,,,SEEMA REALCON PVT.LTD,"A-69 Naraina Industrial area,Phase-1, South West Delhi, Delhi, Delhi, DL, 110028",,,PAPER,1MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
greenlam 0467 mermaid solid s 2440x1220x1.00mm,₹1605.9,,,GREENLAM,https://www.hippostores.com/greenlam-0467-mermaid-solid-s-2440x1220x1-00mm-model-0467-solid/product/7000007048,7000007048,wood materials (wmt) > decorative > laminates > 1.00 MM Laminate,wood materials (wmt),decorative,laminates,1.00 MM Laminate,,1.00 MM LAMINATE,LAMINATES,0467 SOLID,ST,India,ST,KGM,4.5,,,SEEMA REALCON PVT.LTD,"A-69 Naraina Industrial area,Phase-1, South West Delhi, Delhi, Delhi, DL, 110028",SUEDE,,PAPER,1MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3 edge band tape 0.8x22mm oxford cherry matt 50 rmt,₹724.25,,,E3,https://www.hippostores.com/e3-edge-band-tape-0-8x22mm-oxford-cherry-matt-50-rmt-model-2014-mt/product/7000007050,7000007050,wood materials (wmt) > ancillaries > edge banding tapes > 0.8 MM,wood materials (wmt),ancillaries,edge banding tapes,0.8 MM,,0.8 MM,EDGE BANDING TAPES,2014 MT,RO,India,RO,KGM,1.5,,,123 PLY,"Plot No.Z 42,Okhla Industrial area phase 2, South Delhi, NEW DELHI, South Delhi, DL, 110020",MT,,PVC,0.8MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3 edge band tape wooden 0.8x22mm acacia light hg 50 rmt,₹1087.72,,,E3,https://www.hippostores.com/e3-edge-band-tape-wooden-0-8x22mm-acacia-light-hg-50-rmt-model-2007-hg/product/7000000315,7000000315,wood materials (wmt) > ancillaries > edge banding tapes > 0.8 MM,wood materials (wmt),ancillaries,edge banding tapes,0.8 MM,,0.8 MM,EDGE BANDING TAPES,2007 HG,RO,India,RO,KGM,1.5,,PVC TAPE WOODEN,123 PLY,"Plot No.Z 42,Okhla Industrial area phase 2, South Delhi, NEW DELHI, South Delhi, DL, 110020",HG,,PVC,0.8 mm,,,,,,,E3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fevicol marine - 10 kg,₹2807.29,₹3370.00,17%,FEVICOL,https://www.hippostores.com/fevicol-marine-10-kg-model-fpa837401000000/product/7000000212,7000000212,wood materials (wmt) > ancillaries > wood adhesive > Water Based,wood materials (wmt),ancillaries,wood adhesive,Water Based,,WATER BASED,WOOD ADHESIVE,FPA837401000000,PCE,India,PCE,KGM,10.0,,,Pidilite Industries Ltd,"RKO Complex, Dukheri Road, Pidilite Industries Ltd., Ambala, Ambala, Ambala, HR, 421302",,,WATER BASED,,,,,,,,MARINE,,,,,,,10 KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fevicol hi-per - 20 kg,₹6068.53,₹6600.00,8%,FEVICOL,https://www.hippostores.com/fevicol-hi-per-20-kg-model-fpa843802000000/product/7000000215,7000000215,wood materials (wmt) > ancillaries > wood adhesive > Water Based,wood materials (wmt),ancillaries,wood adhesive,Water Based,,WATER BASED,WOOD ADHESIVE,FPA843802000000,PCE,India,PCE,KGM,20.0,,,Pidilite Industries Ltd,"RKO Complex, Dukheri Road, Pidilite Industries Ltd., Ambala, Ambala, Ambala, HR, 421302",,,WATER BASED,,,,,,,,HI-PER,,,,,,,20 KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fevicol hi-per - 5 kg,₹1654.55,₹1800.00,8%,FEVICOL,https://www.hippostores.com/fevicol-hi-per-5-kg-model-fpa843800500000/product/7000000216,7000000216,wood materials (wmt) > ancillaries > wood adhesive > Water Based,wood materials (wmt),ancillaries,wood adhesive,Water Based,,WATER BASED,WOOD ADHESIVE,FPA843800500000,PCE,India,PCE,KGM,5.0,,,Pidilite Industries Ltd,"RKO Complex, Dukheri Road, Pidilite Industries Ltd., Ambala, Ambala, Ambala, HR, 421302",,,WATER BASED,,,,,,,,HI-PER,,,,,,,5 KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fevicol marine - 5 kg,₹1461.14,₹1750.00,17%,FEVICOL,https://www.hippostores.com/fevicol-marine-5-kg-model-fpa837400500000/product/7000000218,7000000218,wood materials (wmt) > ancillaries > wood adhesive > Water Based,wood materials (wmt),ancillaries,wood adhesive,Water Based,,WATER BASED,WOOD ADHESIVE,FPA837400500000,PCE,India,PCE,KGM,5.0,,,Pidilite Industries Ltd,"RKO Complex, Dukheri Road, Pidilite Industries Ltd., Ambala, Ambala, Ambala, HR, 421302",,,WATER BASED,,,,,,,,MARINE,,,,,,,5 KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3 edge band tape wooden 0.8x22mm bevarian beech matt 50 rmt,₹724.24,,,E3,https://www.hippostores.com/e3-edge-band-tape-wooden-0-8x22mm-bevarian-beech-matt-50-rmt-model-2008-matt/product/7000000287,7000000287,wood materials (wmt) > ancillaries > edge banding tapes > 0.8 MM,wood materials (wmt),ancillaries,edge banding tapes,0.8 MM,,0.8 MM,EDGE BANDING TAPES,2008 MATT,RO,India,RO,KGM,1.5,,PVC TAPE WOODEN,123 PLY,"Plot No.Z 42,Okhla Industrial area phase 2, South Delhi, NEW DELHI, South Delhi, DL, 110020",MATT,,PVC,0.8 mm,,,,,,,E3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fevicol probond - 5 kg,₹1733.11,₹2160.00,20%,FEVICOL,https://www.hippostores.com/fevicol-probond-5-kg-model-fpa844800500000/product/7000000211,7000000211,wood materials (wmt) > ancillaries > wood adhesive > Water Based,wood materials (wmt),ancillaries,wood adhesive,Water Based,,WATER BASED,WOOD ADHESIVE,FPA844800500000,PCE,India,PCE,KGM,5.0,,,Pidilite Industries Ltd,"RKO Complex, Dukheri Road, Pidilite Industries Ltd., Ambala, Ambala, Ambala, HR, 421302",,,WATER BASED,,,,,,,,PROBOND,,,,,,,5 KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fevicol sh - 20 kg,₹4204.1,₹5340.00,21%,FEVICOL,https://www.hippostores.com/fevicol-sh-20-kg-model-fpa800102000007/product/7000000198,7000000198,wood materials (wmt) > ancillaries > wood adhesive > Water Based,wood materials (wmt),ancillaries,wood adhesive,Water Based,,WATER BASED,WOOD ADHESIVE,FPA800102000007,PCE,India,PCE,KGM,20.0,,,Pidilite Industries Ltd,"RKO Complex, Dukheri Road, Pidilite Industries Ltd., Ambala, Ambala, Ambala, HR, 421302",,,WATER BASED,,,,,,,,SH,,,,,,,20 KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
