Name,Price,Mrp,Discount,Brand,Link,SKU_code,Path,Category 1,Category 2,Category 3,Category 4,Category 5,Product Type,Product Line,Model,UOM,Country of Origin,Sales Unit,Weight/ Volume UOM,Weight/ Volume,Shape,Series,Manufacturer/Importer Name,Manufacturer/Importer Address,Finish,Coverage Area/Box/SQMT,Base Material,Thickness,Module,Material Category,Material Description,External Material Group,Wattage,Type/ Mounting Type,Sub Brand,Fitment,Warranty,KEY,PASSWORD,FINGER PRINT,RFID CARD,Avg.Weight in KG/LTR/GM,Dimension/ Size,Wire Grade,Wire Length (Meter),BLUETOOTH,Pattern,Coverage Area/Box/SFT,Pack Size,Colour Family,Core,Colour Name(CCT),Series/Sub brands,Current Rating(AMP),Wire Area (sq. mm),Lumen,IOT,Size (Cut out) MM,Breaking Capacity,Pole,Way,Assembly Required,Assembly Type,What is in the Box,Product Care Instructions,Style,Age Range (Description),Special Feature,Number of Pcs,Size,Load Capacity,Metal Type,Noise,Steel Grade,Maximum Weight Recommendation,Angle,Occasion,Room Type,Surface Recommendation,Item Firmness Description
scotch brite plastic kitchen sink brush (silver),₹142.86,₹160.00,11%,SCOTCH BRITE,https://www.hippostores.com/scotch-brite-plastic-kitchen-sink-brush-silver/product/4000009099,4000009099,paints and surface care (psc) > home care > cleaning > CLEANING TOOL,paints and surface care (psc),home care,cleaning,CLEANING TOOL,,CLEANING TOOL,CLEANING,,PCE,India,PCE,KGM,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scotch magic tape blister 19mmx25.4m,₹107.14,₹120.00,11%,SCOTCH,https://www.hippostores.com/scotch-magic-tape-blister-19mmx25-4m/product/4000009111,4000009111,paints and surface care (psc) > home care > cleaning > CLEANING TOOL,paints and surface care (psc),home care,cleaning,CLEANING TOOL,,CLEANING TOOL,CLEANING,,PCE,India,PCE,KGM,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
post it flags,₹66.98,₹75.00,11%,POST IT,https://www.hippostores.com/post-it-flags/product/4000009110,4000009110,paints and surface care (psc) > home care > cleaning > CLEANING TOOL,paints and surface care (psc),home care,cleaning,CLEANING TOOL,,CLEANING TOOL,CLEANING,,PCE,India,PCE,KGM,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
command tm clear mini hooks,₹150.9,₹169.00,11%,COMMAND,https://www.hippostores.com/command-tm-clear-mini-hooks/product/4000009113,4000009113,paints and surface care (psc) > home care > cleaning > CLEANING TOOL,paints and surface care (psc),home care,cleaning,CLEANING TOOL,,CLEANING TOOL,CLEANING,,PCE,India,PCE,KGM,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"post it color notes cube (3"" x 3"")",₹156.24,₹175.00,11%,POST IT,https://www.hippostores.com/post-it-color-notes-cube-3-x-3/product/4000009109,4000009109,paints and surface care (psc) > home care > cleaning > CLEANING TOOL,paints and surface care (psc),home care,cleaning,CLEANING TOOL,,CLEANING TOOL,CLEANING,,PCE,India,PCE,KGM,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
command tm medium designer hooks,₹177.68,₹199.00,11%,COMMAND,https://www.hippostores.com/command-tm-medium-designer-hooks/product/4000009114,4000009114,paints and surface care (psc) > home care > cleaning > CLEANING TOOL,paints and surface care (psc),home care,cleaning,CLEANING TOOL,,CLEANING TOOL,CLEANING,,PCE,India,PCE,KGM,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
command tm small utility hooks,₹97.33,₹109.00,11%,COMMAND,https://www.hippostores.com/command-tm-small-utility-hooks/product/4000009115,4000009115,paints and surface care (psc) > home care > cleaning > CLEANING TOOL,paints and surface care (psc),home care,cleaning,CLEANING TOOL,,CLEANING TOOL,CLEANING,,PCE,India,PCE,KGM,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gainda black disinfectant phenyle 500 ml pet bottle,₹58.34,₹70.00,17%,GAINDA,https://www.hippostores.com/gainda-black-disinfectant-phenyle-500-ml-pet-bottle/product/4000009140,4000009140,paints and surface care (psc) > home cleaning > cleaning liquid > FLOOR CLEANERS,paints and surface care (psc),home cleaning,cleaning liquid,FLOOR CLEANERS,,FLOOR CLEANERS,CLEANING LIQUID,,PCE,India,PCE,KGM,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gainda disinfectant white phenyle 5ltr,₹208.33,₹250.00,17%,GAINDA,https://www.hippostores.com/gainda-disinfectant-white-phenyle-5ltr/product/4000009144,4000009144,paints and surface care (psc) > home cleaning > cleaning liquid > FLOOR CLEANERS,paints and surface care (psc),home cleaning,cleaning liquid,FLOOR CLEANERS,,FLOOR CLEANERS,CLEANING LIQUID,,PCE,India,PCE,KGM,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gainda brand naphthalene balls 200gm,₹62.49,₹75.00,17%,GAINDA,https://www.hippostores.com/gainda-brand-naphthalene-balls-200gm/product/4000009138,4000009138,paints and surface care (psc) > home cleaning > CLEANING TOOLS,paints and surface care (psc),home cleaning,CLEANING TOOLS,,,MISCELLANEOUS,CLEANING TOOLS,,PCE,India,PCE,KGM,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gainda disinfectant white phenyle 1ltr,₹50.01,₹60.00,17%,GAINDA,https://www.hippostores.com/gainda-disinfectant-white-phenyle-1ltr/product/4000009143,4000009143,paints and surface care (psc) > home cleaning > cleaning liquid > FLOOR CLEANERS,paints and surface care (psc),home cleaning,cleaning liquid,FLOOR CLEANERS,,FLOOR CLEANERS,CLEANING LIQUID,,PCE,India,PCE,KGM,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gainda black disinfectant phenyle 1 ltr,₹104.17,₹125.00,17%,GAINDA,https://www.hippostores.com/gainda-black-disinfectant-phenyle-1-ltr/product/4000009141,4000009141,paints and surface care (psc) > home cleaning > cleaning liquid > FLOOR CLEANERS,paints and surface care (psc),home cleaning,cleaning liquid,FLOOR CLEANERS,,FLOOR CLEANERS,CLEANING LIQUID,,PCE,India,PCE,KGM,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gainda premium floral floor cleaner 2 ltr,₹133.33,₹160.00,17%,GAINDA,https://www.hippostores.com/gainda-premium-floral-floor-cleaner-2-ltr/product/4000009148,4000009148,paints and surface care (psc) > home cleaning > cleaning liquid > FLOOR CLEANERS,paints and surface care (psc),home cleaning,cleaning liquid,FLOOR CLEANERS,,FLOOR CLEANERS,CLEANING LIQUID,,PCE,India,PCE,KGM,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gainda shinex glass & household cleaner 500ml,₹75,₹90.00,17%,GAINDA,https://www.hippostores.com/gainda-shinex-glass-household-cleaner-500ml/product/4000009147,4000009147,paints and surface care (psc) > home cleaning > cleaning liquid > GLASS CLEANERS,paints and surface care (psc),home cleaning,cleaning liquid,GLASS CLEANERS,,GLASS CLEANERS,CLEANING LIQUID,,PCE,India,PCE,KGM,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gainda black disinfectant phenyle 450 ml glass bottle,₹55,₹66.00,17%,GAINDA,https://www.hippostores.com/gainda-black-disinfectant-phenyle-450-ml-glass-bottle/product/4000009139,4000009139,paints and surface care (psc) > home cleaning > cleaning liquid > FLOOR CLEANERS,paints and surface care (psc),home cleaning,cleaning liquid,FLOOR CLEANERS,,FLOOR CLEANERS,CLEANING LIQUID,,PCE,India,PCE,KGM,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gainda disinfectant toilet cleaner 500ml,₹70.84,₹85.00,17%,GAINDA,https://www.hippostores.com/gainda-disinfectant-toilet-cleaner-500ml/product/4000009145,4000009145,paints and surface care (psc) > home cleaning > cleaning liquid > TOILET CLEANERS,paints and surface care (psc),home cleaning,cleaning liquid,TOILET CLEANERS,,TOILET CLEANERS,CLEANING LIQUID,,PCE,India,PCE,KGM,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gainda disinfectant toilet cleaner 1ltr,₹141.66,₹170.00,17%,GAINDA,https://www.hippostores.com/gainda-disinfectant-toilet-cleaner-1ltr/product/4000009146,4000009146,paints and surface care (psc) > home cleaning > cleaning liquid > TOILET CLEANERS,paints and surface care (psc),home cleaning,cleaning liquid,TOILET CLEANERS,,TOILET CLEANERS,CLEANING LIQUID,,PCE,India,PCE,KGM,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gainda black disinfectant phenyle 5 ltr,₹383.33,₹460.00,17%,GAINDA,https://www.hippostores.com/gainda-black-disinfectant-phenyle-5-ltr/product/4000009142,4000009142,paints and surface care (psc) > home cleaning > cleaning liquid > FLOOR CLEANERS,paints and surface care (psc),home cleaning,cleaning liquid,FLOOR CLEANERS,,FLOOR CLEANERS,CLEANING LIQUID,,PCE,India,PCE,KGM,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanifresh adv.500ml+sani.adv 200ml cp t,₹93.75,₹105.00,11%,SANIFRESH,https://www.hippostores.com/sanifresh-adv-500ml-sani-adv-200ml-cp-t-model-fb13650005t/product/4000009060,4000009060,paints and surface care (psc) > home care > cleaning > TOILET CLEANER,paints and surface care (psc),home care,cleaning,TOILET CLEANER,,TOILET CLEANER,CLEANING,FB13650005T,PCE,India,PCE,KGM,0.0,,,DABUR INDIA LIMITED,"TEHSIL RAJPURA KHATA NO.80/127 BANUR TEPLA ROAD, KHASRA NO, 585/1,586,587,588,589 MIN, NATIONAL, HIGHWAY NO.205-A, VILLAGE KHERI GHURNA, HB NO.247 KHEWAT, PATIALA, PB, 140401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sirca exterior pu matt 2k (r&h) 7.5 ltr,₹7964.02,₹10955.00,27%,SIRCA,https://www.hippostores.com/sirca-exterior-pu-matt-2k-r-h-7-5-ltr-model-opu901so1g30m-7n5l/product/4000004513,4000004513,paints and surface care (psc) > wood coating > pu plus > ITALIAN PU,paints and surface care (psc),wood coating,pu plus,ITALIAN PU,,ITALIAN PU,PU PLUS,OPU901SO1G30M_7N5L,PCE,India,PCE,KGM,0.0,,,SIRCA PAINTS INDIA LTD.,"Khasra no.39/8/2 & 9/2,Village Shahbad Daulatpur, Delhi, North West Delhi, North West Delhi, DL, 110042",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
berger easy clean po base-po base-4 l,₹1417.32,₹2470.00,43%,BERGER,https://www.hippostores.com/berger-easy-clean-po-base-po-base-4-l/product/4000004573,4000004573,paints and surface care (psc) > wall painting interiors > premium emulsions > HIGH SHEEN,paints and surface care (psc),wall painting interiors,premium emulsions,HIGH SHEEN,,HIGH SHEEN,PREMIUM EMULSIONS,,PCE,India,PCE,KGM,0.0,,,BERGER PAINTS INDIA LIMITED,"Block A1 Plot B2,A1B Market Pankha road, Janakpuri, South West Delhi, DL, 110058",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sirca exterior pu gloss 2k (r&h) 7.5 ltr,₹8269.82,₹11948.00,31%,SIRCA,https://www.hippostores.com/sirca-exterior-pu-gloss-2k-r-h-7-5-ltr-model-opu901so1g80g-7n5l/product/4000004515,4000004515,paints and surface care (psc) > wood coating > pu plus > ITALIAN PU,paints and surface care (psc),wood coating,pu plus,ITALIAN PU,,ITALIAN PU,PU PLUS,OPU901SO1G80G_7N5L,PCE,India,PCE,KGM,0.0,,,SIRCA PAINTS INDIA LTD.,"Khasra no.39/8/2 & 9/2,Village Shahbad Daulatpur, Delhi, North West Delhi, North West Delhi, DL, 110042",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
berger easy clean po base-po base-10 l,₹3288.71,₹5960.00,45%,BERGER,https://www.hippostores.com/berger-easy-clean-po-base-po-base-10-l/product/4000004574,4000004574,paints and surface care (psc) > wall painting interiors > premium emulsions > HIGH SHEEN,paints and surface care (psc),wall painting interiors,premium emulsions,HIGH SHEEN,,HIGH SHEEN,PREMIUM EMULSIONS,,PCE,India,PCE,KGM,0.0,,,BERGER PAINTS INDIA LIMITED,"Block A1 Plot B2,A1B Market Pankha road, Janakpuri, South West Delhi, DL, 110058",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
berger easy clean po base-po base-20 l,₹6225.34,,,BERGER,https://www.hippostores.com/berger-easy-clean-po-base-po-base-20-l/product/4000004575,4000004575,paints and surface care (psc) > wall painting interiors > premium emulsions > HIGH SHEEN,paints and surface care (psc),wall painting interiors,premium emulsions,HIGH SHEEN,,HIGH SHEEN,PREMIUM EMULSIONS,,PCE,India,PCE,KGM,0.0,,,BERGER PAINTS INDIA LIMITED,"Block A1 Plot B2,A1B Market Pankha road, Janakpuri, South West Delhi, DL, 110058",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
berger easy clean po base-po base-1 l,₹357.41,₹51995.00,99%,BERGER,https://www.hippostores.com/berger-easy-clean-po-base-po-base-1-l/product/4000004572,4000004572,paints and surface care (psc) > wall painting interiors > premium emulsions > HIGH SHEEN,paints and surface care (psc),wall painting interiors,premium emulsions,HIGH SHEEN,,HIGH SHEEN,PREMIUM EMULSIONS,,PCE,India,PCE,KGM,0.0,,,BERGER PAINTS INDIA LIMITED,"Block A1 Plot B2,A1B Market Pankha road, Janakpuri, South West Delhi, DL, 110058",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zolo kohinoor chabi colour raw sienna (yellow),₹26.99,₹45.00,40%,ZOLO,https://www.hippostores.com/zolo-kohinoor-chabi-colour-raw-sienna-yellow/product/4000004589,4000004589,paints and surface care (psc) > ancillaries > wood finishes ancillaries > COLOUR PIGMENT,paints and surface care (psc),ancillaries,wood finishes ancillaries,COLOUR PIGMENT,,COLOUR PIGMENT,WOOD FINISHES ANCILLARIES,,PCE,India,PCE,KGM,0.0,,,MITTAL TRADERS,"GROUND FLOOR 460A, GALI NO 11 PANDAV ROAD VISHWAS NAGAR, SHAHDARA, DL, 110032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zolo kohinoor chabi colour black,₹33.38,₹45.00,26%,ZOLO,https://www.hippostores.com/zolo-kohinoor-chabi-colour-black/product/4000004587,4000004587,paints and surface care (psc) > ancillaries > wood finishes ancillaries > COLOUR PIGMENT,paints and surface care (psc),ancillaries,wood finishes ancillaries,COLOUR PIGMENT,,COLOUR PIGMENT,WOOD FINISHES ANCILLARIES,,PCE,India,PCE,KGM,0.0,,,MITTAL TRADERS,"GROUND FLOOR 460A, GALI NO 11 PANDAV ROAD VISHWAS NAGAR, SHAHDARA, DL, 110032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bp white primer - lite-wt-20 ltr,₹1358.6,₹2215.00,39%,BERGER,https://www.hippostores.com/bp-white-primer-lite-wt-20-ltr/product/4000004911,4000004911,paints and surface care (psc) > undercoats > int primer > WATER BSD LITEQLTY,paints and surface care (psc),undercoats,int primer,WATER BSD LITEQLTY,,WATER BASED LITE QLTY,INT PRIMER,,PCE,India,PCE,KGM,0.0,,,GOYAL PAINTS & HARDWARE STORE,"33 Ft  Road, Near Bhora Public School, Ballabgarh, FARIDABAD, HR, 121004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bp white primer - lite-wt-10 ltr,₹738.5,₹1175.00,37%,BERGER,https://www.hippostores.com/bp-white-primer-lite-wt-10-ltr/product/4000004912,4000004912,paints and surface care (psc) > undercoats > int primer > WATER BSD LITEQLTY,paints and surface care (psc),undercoats,int primer,WATER BSD LITEQLTY,,WATER BASED LITE QLTY,INT PRIMER,,PCE,India,PCE,KGM,0.0,,,GOYAL PAINTS & HARDWARE STORE,"33 Ft  Road, Near Bhora Public School, Ballabgarh, FARIDABAD, HR, 121004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
