Name,Price,Mrp,Discount,Brand,Link,SKU_code,Path,Category 1,Category 2,Category 3,Category 4,Category 5,Product Type,Product Line,Model,UOM,Country of Origin,Sales Unit,Weight/ Volume UOM,Weight/ Volume,Shape,Series,Manufacturer/Importer Name,Manufacturer/Importer Address,Finish,Coverage Area/Box/SQMT,Base Material,Thickness,Module,Material Category,Material Description,External Material Group,Wattage,Type/ Mounting Type,Sub Brand,Fitment,Warranty,KEY,PASSWORD,FINGER PRINT,RFID CARD,Avg.Weight in KG/LTR/GM,Dimension/ Size,Wire Grade,Wire Length (Meter),BLUETOOTH,Pattern,Coverage Area/Box/SFT,Pack Size,Colour Family,Core,Colour Name(CCT),Series/Sub brands,Current Rating(AMP),Wire Area (sq. mm),Lumen,IOT,Size (Cut out) MM,Breaking Capacity,Pole,Way,Assembly Required,Assembly Type,What is in the Box,Product Care Instructions,Style,Age Range (Description),Special Feature,Number of Pcs,Size,Load Capacity,Metal Type,Noise,Steel Grade,Maximum Weight Recommendation,Angle,Occasion,Room Type,Surface Recommendation,Item Firmness Description
cipla plast ikon rectangle led mirror frame (18x24)golden,₹4313.04,₹5750.00,25%,CP PLUS,https://www.hippostores.com/cipla-plast-ikon-rectangle-led-mirror-frame-18x24-golden-model-ikon-18x24-rec-led-gd/product/2000007702,2000007702,sanitary ware and bath fittings (sbf) > bathroom accessory > mirror > MIRROR,sanitary ware and bath fittings (sbf),bathroom accessory,mirror,MIRROR,,MIRROR,MIRROR,IKON-18X24-REC-(LED) (GD),PCE,India,PCE,KGM,0.0,,IKON,CIPLA INDUSTRIES PRIVATE LIMIT,"FIE 379 PATPARGANJ INDUSTRIAL AREA EAST DELHI, DELHI, DL, 110092",GLOSSY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mozio gerald and mirror cabinet (610x450x730 mm),₹16875.27,₹22500.00,25%,MOZIO,https://www.hippostores.com/mozio-gerald-and-mirror-cabinet-610x450x730-mm-model-361/product/2000007713,2000007713,sanitary ware and bath fittings (sbf) > vitreous > vanity > VANITY,sanitary ware and bath fittings (sbf),vitreous,vanity,VANITY,,VANITY,VANITY,361,PCE,India,PCE,KGM,0.0,,GERALD,MOZIO CERAMICS INDIA,"314 FIE PATPARGANJ INDL AREA PATPARGANJ EAST DELHI, EAST DELHI, DL, 110092",GLOSSY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mozio ray and mirror cabinet (800x450x680 mm ),₹22500.39,₹30000.00,25%,MOZIO,https://www.hippostores.com/mozio-ray-and-mirror-cabinet-800x450x680-mm-model-358/product/2000007717,2000007717,sanitary ware and bath fittings (sbf) > vitreous > vanity > VANITY,sanitary ware and bath fittings (sbf),vitreous,vanity,VANITY,,VANITY,VANITY,358,PCE,India,PCE,KGM,0.0,,RAY,MOZIO CERAMICS INDIA,"314 FIE PATPARGANJ INDL AREA PATPARGANJ EAST DELHI, EAST DELHI, DL, 110092",GLOSSY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mozio alberto and mirror cabinet (610x500x465 mm),₹17137.79,₹22850.00,25%,MOZIO,https://www.hippostores.com/mozio-alberto-and-mirror-cabinet-610x500x465-mm-model-320/product/2000007715,2000007715,sanitary ware and bath fittings (sbf) > vitreous > vanity > VANITY,sanitary ware and bath fittings (sbf),vitreous,vanity,VANITY,,VANITY,VANITY,320,PCE,India,PCE,KGM,0.0,,ALBERTO,MOZIO CERAMICS INDIA,"314 FIE PATPARGANJ INDL AREA PATPARGANJ EAST DELHI, EAST DELHI, DL, 110092",GLOSSY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mozio brule with mirror cabinet (600x480 mm),₹20250.35,₹27000.00,25%,MOZIO,https://www.hippostores.com/mozio-brule-with-mirror-cabinet-600x480-mm-model-303/product/2000007716,2000007716,sanitary ware and bath fittings (sbf) > vitreous > vanity > VANITY,sanitary ware and bath fittings (sbf),vitreous,vanity,VANITY,,VANITY,VANITY,303,PCE,India,PCE,KGM,0.0,,BRULE,MOZIO CERAMICS INDIA,"314 FIE PATPARGANJ INDL AREA PATPARGANJ EAST DELHI, EAST DELHI, DL, 110092",GLOSSY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mozio orko and mirror cabinet (610x450x730mm),₹17175.28,₹22900.00,25%,MOZIO,https://www.hippostores.com/mozio-orko-and-mirror-cabinet-610x450x730mm-model-360/product/2000007714,2000007714,sanitary ware and bath fittings (sbf) > vitreous > vanity > VANITY,sanitary ware and bath fittings (sbf),vitreous,vanity,VANITY,,VANITY,VANITY,360,PCE,India,PCE,KGM,0.0,,ORKO,MOZIO CERAMICS INDIA,"314 FIE PATPARGANJ INDL AREA PATPARGANJ EAST DELHI, EAST DELHI, DL, 110092",GLOSSY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mozio bush (630x450x730 mm),₹15750.29,₹21000.00,25%,MOZIO,https://www.hippostores.com/mozio-bush-630x450x730-mm-model-363/product/2000007712,2000007712,sanitary ware and bath fittings (sbf) > vitreous > vanity > VANITY,sanitary ware and bath fittings (sbf),vitreous,vanity,VANITY,,VANITY,VANITY,363,PCE,India,PCE,KGM,0.0,,BUSH,MOZIO CERAMICS INDIA,"314 FIE PATPARGANJ INDL AREA PATPARGANJ EAST DELHI, EAST DELHI, DL, 110092",GLOSSY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cipla plast glory round led mirror frame (24x24)golden,₹4499.95,₹6000.00,25%,CP PLUS,https://www.hippostores.com/cipla-plast-glory-round-led-mirror-frame-24x24-golden-model-glory-24-x24-r-led-gd/product/2000007701,2000007701,sanitary ware and bath fittings (sbf) > bathroom accessory > mirror > MIRROR,sanitary ware and bath fittings (sbf),bathroom accessory,mirror,MIRROR,,MIRROR,MIRROR,GLORY-24 X24-R- (LED)(GD),PCE,India,PCE,KGM,0.0,,GLORY,CIPLA INDUSTRIES PRIVATE LIMIT,"FIE 379 PATPARGANJ INDUSTRIAL AREA EAST DELHI, DELHI, DL, 110092",GLOSSY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cipla plast ikon square mirror frame (24x24)golden,₹2813.05,₹3750.00,25%,CP PLUS,https://www.hippostores.com/cipla-plast-ikon-square-mirror-frame-24x24-golden-model-ikon-24x24-sqr-gd/product/2000007700,2000007700,sanitary ware and bath fittings (sbf) > bathroom accessory > mirror > MIRROR,sanitary ware and bath fittings (sbf),bathroom accessory,mirror,MIRROR,,MIRROR,MIRROR,IKON-24X24-SQR (GD),PCE,India,PCE,KGM,0.0,,IKON,CIPLA INDUSTRIES PRIVATE LIMIT,"FIE 379 PATPARGANJ INDUSTRIAL AREA EAST DELHI, DELHI, DL, 110092",GLOSSY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cipla plast ikon rectangle mirror frame(18x24)golden,₹2624.97,₹3500.00,25%,CP PLUS,https://www.hippostores.com/cipla-plast-ikon-rectangle-mirror-frame-18x24-golden-model-ikon-18x24-rec-gd/product/2000007699,2000007699,sanitary ware and bath fittings (sbf) > bathroom accessory > mirror > MIRROR,sanitary ware and bath fittings (sbf),bathroom accessory,mirror,MIRROR,,MIRROR,MIRROR,IKON-18X24-REC (GD),PCE,India,PCE,KGM,0.0,,IKON,CIPLA INDUSTRIES PRIVATE LIMIT,"FIE 379 PATPARGANJ INDUSTRIAL AREA EAST DELHI, DELHI, DL, 110092",GLOSSY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cipla plast glory round mirror frame (24x24)golden,₹2813.05,₹3750.00,25%,CP PLUS,https://www.hippostores.com/cipla-plast-glory-round-mirror-frame-24x24-golden-model-glory-24-x24-r-gd/product/2000007698,2000007698,sanitary ware and bath fittings (sbf) > bathroom accessory > mirror > MIRROR,sanitary ware and bath fittings (sbf),bathroom accessory,mirror,MIRROR,,MIRROR,MIRROR,GLORY-24 X24-R-(GD),PCE,India,PCE,KGM,0.0,,GLORY,CIPLA INDUSTRIES PRIVATE LIMIT,"FIE 379 PATPARGANJ INDUSTRIAL AREA EAST DELHI, DELHI, DL, 110092",GLOSSY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goeka square spout with wall flange tip ton (black),₹2599.94,₹3250.00,20%,GOEKA,https://www.hippostores.com/goeka-square-spout-with-wall-flange-tip-ton-black-model-ws-04tb/product/2000007742,2000007742,sanitary ware and bath fittings (sbf) > faucet > bath spout > BATH SPOUT,sanitary ware and bath fittings (sbf),faucet,bath spout,BATH SPOUT,,BATH SPOUT,BATH SPOUT,WS-04TB,PCE,,PCE,KGM,0.0,RECTANGLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goeka body jet watertile square (black),₹5199.89,₹6500.00,20%,GOEKA,https://www.hippostores.com/goeka-body-jet-watertile-square-black-model-bj-04b/product/2000007740,2000007740,sanitary ware and bath fittings (sbf) > faucet > showering > BODY JET,sanitary ware and bath fittings (sbf),faucet,showering,BODY JET,,BODY JET,SHOWERING,BJ-04B,PCE,,PCE,KGM,0.0,SQUARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goeka h/s recta brass black set,₹3191.94,₹3990.00,20%,GOEKA,https://www.hippostores.com/goeka-h-s-recta-brass-black-set-model-hs-s4b/product/2000007741,2000007741,sanitary ware and bath fittings (sbf) > faucet > showering > HANDSHOWER,sanitary ware and bath fittings (sbf),faucet,showering,HANDSHOWER,,HANDSHOWER,SHOWERING,HS-S4B,PCE,,PCE,KGM,0.0,RECTANGLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goeka astor soap dish,₹639.98,₹800.00,20%,GOEKA,https://www.hippostores.com/goeka-astor-soap-dish-model-as-01/product/2000007744,2000007744,sanitary ware and bath fittings (sbf) > bathroom accessory > soap dish > SOAP DISH,sanitary ware and bath fittings (sbf),bathroom accessory,soap dish,SOAP DISH,,SOAP DISH,SOAP DISH,AS-01,PCE,,PCE,KGM,0.0,ROUND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goeka astor towel rod,₹719.98,₹900.00,20%,GOEKA,https://www.hippostores.com/goeka-astor-towel-rod-model-as-03/product/2000007746,2000007746,sanitary ware and bath fittings (sbf) > bathroom accessory > towel bar > TOWEL BAR,sanitary ware and bath fittings (sbf),bathroom accessory,towel bar,TOWEL BAR,,TOWEL BAR,TOWEL BAR,AS-03,PCE,,PCE,KGM,0.0,CYLINDRICAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goeka astor tumbler holder,₹639.98,₹800.00,20%,GOEKA,https://www.hippostores.com/goeka-astor-tumbler-holder-model-as-04/product/2000007747,2000007747,sanitary ware and bath fittings (sbf) > bathroom accessory > tumbler > TUMBLER,sanitary ware and bath fittings (sbf),bathroom accessory,tumbler,TUMBLER,,TUMBLER,TUMBLER,AS-04,PCE,,PCE,KGM,0.0,SQUARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goeka astor towel ring,₹639.98,₹800.00,20%,GOEKA,https://www.hippostores.com/goeka-astor-towel-ring-model-as-02/product/2000007745,2000007745,sanitary ware and bath fittings (sbf) > bathroom accessory > towel ring > TOWEL RING,sanitary ware and bath fittings (sbf),bathroom accessory,towel ring,TOWEL RING,,TOWEL RING,TOWEL RING,AS-02,PCE,,PCE,KGM,0.0,ROUND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goeka astor robe hook,₹519.99,₹650.00,20%,GOEKA,https://www.hippostores.com/goeka-astor-robe-hook-model-as-05/product/2000007748,2000007748,sanitary ware and bath fittings (sbf) > bathroom accessory > robe hook > ROBE HOOK,sanitary ware and bath fittings (sbf),bathroom accessory,robe hook,ROBE HOOK,,ROBE HOOK,ROBE HOOK,AS-05,PCE,,PCE,KGM,0.0,NOT APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goeka astor towel rack,₹1879.95,₹2350.00,20%,GOEKA,https://www.hippostores.com/goeka-astor-towel-rack-model-as-06/product/2000007749,2000007749,sanitary ware and bath fittings (sbf) > bathroom accessory > towel ring > TOWEL RING,sanitary ware and bath fittings (sbf),bathroom accessory,towel ring,TOWEL RING,,TOWEL RING,TOWEL RING,AS-06,PCE,,PCE,KGM,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goeka astor bath set ( 5 pcs ),₹3031.93,₹3790.00,20%,GOEKA,https://www.hippostores.com/goeka-astor-bath-set-5-pcs-model-as-11/product/2000007743,2000007743,sanitary ware and bath fittings (sbf) > bathroom accessory > bathroom accessory > BATHROOM ACCESSORY,sanitary ware and bath fittings (sbf),bathroom accessory,bathroom accessory,BATHROOM ACCESSORY,,BATHROOM ACCESSORY,BATHROOM ACCESSORY,AS-11,PCE,,PCE,KGM,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"multitubo press connection 40x1 1/4"" mt",₹1748.22,₹2331.00,25%,MULTITUBO,https://www.hippostores.com/multitubo-press-connection-40x1-1-4-mt-model-f20060/product/2000006377,2000006377,sanitary ware and bath fittings (sbf) > plumbing > pipes and fittings > PIPES & FITTNGS PEX,sanitary ware and bath fittings (sbf),plumbing,pipes and fittings,PIPES & FITTNGS PEX,,PIPES & FITTNGS PEX,PIPES AND FITTINGS,F20060,PCE,,PCE,KGM,0.0,,,Stallion INC.,"205,New arya nagar,Patel Marg, Ghaziabad, Ghaziabad, UP, 201001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kohler july exposed b&s with div for handshower,₹7193.73,₹8800.00,18%,KOHLER,https://www.hippostores.com/kohler-july-exposed-b-s-with-div-for-handshower-model-98754in-4-cp/product/2000006328,2000006328,sanitary ware and bath fittings (sbf) > faucet > showering > EXPOSED B&S,sanitary ware and bath fittings (sbf),faucet,showering,EXPOSED B&S,,EXPOSED BATH & SHOWER,SHOWERING,98754IN-4-CP,PCE,India,PCE,KGM,0.0,,JULY,KOHLER INDIA CORPORATION PVT L,"ALLCARGO LOGISTICS AND INDUSTRIAL PARK BLOCK-E TEHSIL BADLI, VILLAGE KHALIKPUR, JHAJJAR, HR, 124105",GLOSSY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cera ruby sl basin mixer with extd. height,₹5813.07,₹7750.00,25%,CERA,https://www.hippostores.com/cera-ruby-sl-basin-mixer-with-extd-height-model-f1005452ch/product/2000006711,2000006711,sanitary ware and bath fittings (sbf) > faucet > lav faucet > LAV FAUCET,sanitary ware and bath fittings (sbf),faucet,lav faucet,LAV FAUCET,,LAV FAUCET,LAV FAUCET,F1005452CH,PCE,India,PCE,KGM,0.0,,,CERA SANITARYWARE LIMITED-PB,"BHABAT N0 234 TEHSIL MOHALI, SAS NAGAR, PB, 140603",GLOSSY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
supreme reducer tee cpvc sch80-80x40mm,₹1225.39,₹3686.00,67%,SUPREME,https://www.hippostores.com/supreme-reducer-tee-cpvc-sch80-80x40mm-model-fc0ret017e/product/2000004470,2000004470,sanitary ware and bath fittings (sbf) > plumbing > pipes and fittings > PIPES AND FITTINGS,sanitary ware and bath fittings (sbf),plumbing,pipes and fittings,PIPES AND FITTINGS,,PIPES AND FITTINGS,PIPES AND FITTINGS,FC0RET017E,PCE,India,PCE,KGM,0.73,,,Veer Pipe Agencies Pvt.Ltd,"Shiv Murti complex,Village Bakoli,Near Main G.T Road, Delhi, DL, 110036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jaquar faucet swr p jaq blk 1500x200mm wt btn spt,₹38798.75,₹44000.00,12%,JAQUAR FAUCET,https://www.hippostores.com/jaquar-faucet-swr-p-jaq-blk-1500x200mm-wt-btn-spt-model-jpl-blk-ja011/product/2000006450,2000006450,sanitary ware and bath fittings (sbf) > faucet > showering > SHOWER COLUMN,sanitary ware and bath fittings (sbf),faucet,showering,SHOWER COLUMN,,SHOWER COLUMN,SHOWERING,JPL-BLK-JA011,PCE,India,PCE,KGM,0.0,,BLAK,ESKAY SANITATIONS,"PLOT NO 528, SECTOR 82, JANTA INDUSTRIAL ESTATE, SAS NAGAR, MOHALI, SAS NAGAR, PB, 140308",GLOSSY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cera concealed body for high flow diverter mb,₹4215,₹5620.00,25%,CERA,https://www.hippostores.com/cera-concealed-body-for-high-flow-diverter-mb-model-f4030101bm/product/2000006987,2000006987,sanitary ware and bath fittings (sbf) > faucet > showering > VALVE TRIM,sanitary ware and bath fittings (sbf),faucet,showering,VALVE TRIM,,VALVE TRIM,SHOWERING,F4030101BM,PCE,India,PCE,KGM,0.0,,,CERA SANITARYWARE LIMITED-PB,"BHABAT N0 234 TEHSIL MOHALI, SAS NAGAR, PB, 140603",MATT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cera conc body for wm sl basin mixer 35mm mb,₹2699.98,₹3600.00,25%,CERA,https://www.hippostores.com/cera-conc-body-for-wm-sl-basin-mixer-35mm-mb-model-f4065101bm/product/2000006994,2000006994,sanitary ware and bath fittings (sbf) > faucet > wm lav faucet > WM LAV FAUCET,sanitary ware and bath fittings (sbf),faucet,wm lav faucet,WM LAV FAUCET,,WM LAV FAUCET,WM LAV FAUCET,F4065101BM,PCE,India,PCE,KGM,0.0,,,CERA SANITARYWARE LIMITED-PB,"BHABAT N0 234 TEHSIL MOHALI, SAS NAGAR, PB, 140603",MATT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cera coyal table top wash basin snow white,₹3263.01,₹4350.00,25%,CERA,https://www.hippostores.com/cera-coyal-table-top-wash-basin-snow-white-model-s2020105sn/product/2000007086,2000007086,sanitary ware and bath fittings (sbf) > vitreous > wash basin > VESSEL,sanitary ware and bath fittings (sbf),vitreous,wash basin,VESSEL,,VESSEL,WASH BASIN,S2020105SN,PCE,India,PCE,KGM,0.0,,COYAL,CERA SANITARYWARE LIMITED-PB,"BHABAT N0 234 TEHSIL MOHALI, SAS NAGAR, PB, 140603",GLOSSY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cera ruby expo part of wm sl basin mixer mb,₹6863.07,₹9150.00,25%,CERA,https://www.hippostores.com/cera-ruby-expo-part-of-wm-sl-basin-mixer-mb-model-f1005473bm/product/2000006995,2000006995,sanitary ware and bath fittings (sbf) > faucet > wm lav faucet > WM LAV FAUCET,sanitary ware and bath fittings (sbf),faucet,wm lav faucet,WM LAV FAUCET,,WM LAV FAUCET,WM LAV FAUCET,F1005473BM,PCE,India,PCE,KGM,0.0,,RUBY,CERA SANITARYWARE LIMITED-PB,"BHABAT N0 234 TEHSIL MOHALI, SAS NAGAR, PB, 140603",MATT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
