Name,Price,Mrp,Discount,Brand,Link,SKU_code,Path,Category 1,Category 2,Category 3,Category 4,Category 5,Product Type,Product Line,Model,UOM,Country of Origin,Sales Unit,Weight/ Volume UOM,Weight/ Volume,Shape,Series,Manufacturer/Importer Name,Manufacturer/Importer Address,Finish,Coverage Area/Box/SQMT,Base Material,Thickness,Module,Material Category,Material Description,External Material Group,Wattage,Type/ Mounting Type,Sub Brand,Fitment,Warranty,KEY,PASSWORD,FINGER PRINT,RFID CARD,Avg.Weight in KG/LTR/GM,Dimension/ Size,Wire Grade,Wire Length (Meter),BLUETOOTH,Pattern,Coverage Area/Box/SFT,Pack Size,Colour Family,Core,Colour Name(CCT),Series/Sub brands,Current Rating(AMP),Wire Area (sq. mm),Lumen,IOT,Size (Cut out) MM,Breaking Capacity,Pole,Way,Assembly Required,Assembly Type,What is in the Box,Product Care Instructions,Style,Age Range (Description),Special Feature,Number of Pcs,Size,Load Capacity,Metal Type,Noise,Steel Grade,Maximum Weight Recommendation,Angle,Occasion,Room Type,Surface Recommendation,Item Firmness Description
agl marble antique white maridian 15mm,₹10832.51 (₹271.99/SQFT),₹15755.00,31%,AGL QUARTZ,https://www.hippostores.com/agl-marble-antique-white-maridian-15mm/product/3000010023,3000010023,tiles and flooring (tfl) > marble & stones > marble & stones > NATURAL STONE,tiles and flooring (tfl),marble & stones,marble & stones,NATURAL STONE,,NATURAL STONE,MARBLE & STONES,,PCE,India,PCE,KGM,160.0,,MARIDIAN,HINDUSTAN MARBLE HOUSE,"5/1455 VASUNDHARA, GHAZIABAD, UP, 201012",MARBLE,3.7,COMPOSITE MARBLE,15MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agl marble atlanta magnum 15mm,₹11655.23 (₹292.65/SQFT),₹16952.00,31%,AGL QUARTZ,https://www.hippostores.com/agl-marble-atlanta-magnum-15mm/product/3000010029,3000010029,tiles and flooring (tfl) > marble & stones > marble & stones > NATURAL STONE,tiles and flooring (tfl),marble & stones,marble & stones,NATURAL STONE,,NATURAL STONE,MARBLE & STONES,,PCE,India,PCE,KGM,160.0,,MAGNUM,HINDUSTAN MARBLE HOUSE,"5/1455 VASUNDHARA, GHAZIABAD, UP, 201012",MARBLE,3.7,COMPOSITE MARBLE,15MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agl marble emperador brown magnum 15mm,₹11655.23 (₹292.65/SQFT),₹16952.00,31%,AGL QUARTZ,https://www.hippostores.com/agl-marble-emperador-brown-magnum-15mm/product/3000010031,3000010031,tiles and flooring (tfl) > marble & stones > marble & stones > NATURAL STONE,tiles and flooring (tfl),marble & stones,marble & stones,NATURAL STONE,,NATURAL STONE,MARBLE & STONES,,PCE,India,PCE,KGM,160.0,,MAGNUM,HINDUSTAN MARBLE HOUSE,"5/1455 VASUNDHARA, GHAZIABAD, UP, 201012",MARBLE,3.7,COMPOSITE MARBLE,15MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agl marble dantia victorian 15mm,₹12615.06 (₹316.75/SQFT),₹18348.00,31%,AGL QUARTZ,https://www.hippostores.com/agl-marble-dantia-victorian-15mm/product/3000010039,3000010039,tiles and flooring (tfl) > marble & stones > marble & stones > NATURAL STONE,tiles and flooring (tfl),marble & stones,marble & stones,NATURAL STONE,,NATURAL STONE,MARBLE & STONES,,PCE,India,PCE,KGM,160.0,,VICTORIAN,HINDUSTAN MARBLE HOUSE,"5/1455 VASUNDHARA, GHAZIABAD, UP, 201012",MARBLE,3.7,COMPOSITE MARBLE,15MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agl marble fantacy grey victorian 15mm,₹12615.06 (₹316.75/SQFT),₹18348.00,31%,AGL QUARTZ,https://www.hippostores.com/agl-marble-fantacy-grey-victorian-15mm/product/3000010040,3000010040,tiles and flooring (tfl) > marble & stones > marble & stones > NATURAL STONE,tiles and flooring (tfl),marble & stones,marble & stones,NATURAL STONE,,NATURAL STONE,MARBLE & STONES,,PCE,India,PCE,KGM,160.0,,VICTORIAN,HINDUSTAN MARBLE HOUSE,"5/1455 VASUNDHARA, GHAZIABAD, UP, 201012",MARBLE,3.7,COMPOSITE MARBLE,15MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agl marble minta victorian 15mm,₹12615.06 (₹316.75/SQFT),₹18348.00,31%,AGL QUARTZ,https://www.hippostores.com/agl-marble-minta-victorian-15mm/product/3000010042,3000010042,tiles and flooring (tfl) > marble & stones > marble & stones > NATURAL STONE,tiles and flooring (tfl),marble & stones,marble & stones,NATURAL STONE,,NATURAL STONE,MARBLE & STONES,,PCE,India,PCE,KGM,160.0,,VICTORIAN,HINDUSTAN MARBLE HOUSE,"5/1455 VASUNDHARA, GHAZIABAD, UP, 201012",MARBLE,3.7,COMPOSITE MARBLE,15MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agl marble french brown victorian 15mm,₹12615.06 (₹316.75/SQFT),₹18348.00,31%,AGL QUARTZ,https://www.hippostores.com/agl-marble-french-brown-victorian-15mm/product/3000010041,3000010041,tiles and flooring (tfl) > marble & stones > marble & stones > NATURAL STONE,tiles and flooring (tfl),marble & stones,marble & stones,NATURAL STONE,,NATURAL STONE,MARBLE & STONES,,PCE,India,PCE,KGM,160.0,,VICTORIAN,HINDUSTAN MARBLE HOUSE,"5/1455 VASUNDHARA, GHAZIABAD, UP, 201012",MARBLE,3.7,COMPOSITE MARBLE,15MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agl marble arizona victorian 15mm,₹12615.06 (₹316.75/SQFT),₹18348.00,31%,AGL QUARTZ,https://www.hippostores.com/agl-marble-arizona-victorian-15mm/product/3000010037,3000010037,tiles and flooring (tfl) > marble & stones > marble & stones > NATURAL STONE,tiles and flooring (tfl),marble & stones,marble & stones,NATURAL STONE,,NATURAL STONE,MARBLE & STONES,,PCE,India,PCE,KGM,160.0,,VICTORIAN,HINDUSTAN MARBLE HOUSE,"5/1455 VASUNDHARA, GHAZIABAD, UP, 201012",MARBLE,3.7,COMPOSITE MARBLE,15MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simero cloud opaco classic chromatic granula matt 600x1200 9mm,₹1180.05 (₹76.13/SQFT),₹2000.00,41%,SIMERO,https://www.hippostores.com/simero-cloud-opaco-classic-chromatic-granula-matt-600x1200-9mm/product/3000010245,3000010245,tiles and flooring (tfl) > rooms tiles > gvt-floor > GVT-FLOOR 600 X 1200,tiles and flooring (tfl),rooms tiles,gvt-floor,GVT-FLOOR 600 X 1200,,GVT-FLOOR 600 X 1200,GVT-FLOOR,,BX,India,BX,KGM,27.0,,,Simero Vitrified Pvt.Ltd,"Simero International LLP,Survey No.108,P1P1, Unchi Mandal, Morbi, GJ, 363641",MATT,1.44,VITRIFIED,9 MM,,TFL,SIMERO CLD OPC CSC CH GNL MT600X1200 9MM,SIMERO VITRIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simero liberty aqua veevotech ultra glossy gvt-floor 600 x 1200 9mm,₹1150 (₹74.19/SQFT),₹1860.00,38%,SIMERO,https://www.hippostores.com/simero-liberty-aqua-veevotech-ultra-glossy-gvt-floor-600-x-1200-9mm/product/3000008838,3000008838,tiles and flooring (tfl) > rooms tiles > gvt-floor > GVT-FLOOR 600 X 1200,tiles and flooring (tfl),rooms tiles,gvt-floor,GVT-FLOOR 600 X 1200,,GVT-FLOOR 600 X 1200,GVT-FLOOR,,BX,India,BX,KGM,28.0,,OPULA,Simero Vitrified Pvt.Ltd,"Simero International LLP,Survey No.108,P1P1, Unchi Mandal, Morbi, GJ, 363641",POLISHED,1.44,VITRIFIED,9 MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simero liberty aqua veevotech ultra glossy/matt hexagone mosaic 9mm,₹3500.06 (₹361.29/SQFT),₹11628.00,70%,SIMERO,https://www.hippostores.com/simero-liberty-aqua-veevotech-ultra-glossy-matt-hexagone-mosaic-9mm/product/3000008906,3000008906,tiles and flooring (tfl) > designer tiles > designer tiles > MOSAIC,tiles and flooring (tfl),designer tiles,designer tiles,MOSAIC,,MOSAIC,DESIGNER TILES,,BX,India,BX,KGM,20.0,,OPULA,Simero Vitrified Pvt.Ltd,"Simero International LLP,Survey No.108,P1P1, Unchi Mandal, Morbi, GJ, 363641",POLISHED,0.9,VITRIFIED,9MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
somany atico stone grey  ceramic-wall 300x450 8mm,₹333.69 (₹45.59/SQFT),₹460.00,27%,SOMANY,https://www.hippostores.com/somany-atico-stone-grey-ceramic-wall-300x450-8mm/product/3000010925,3000010925,tiles and flooring (tfl) > cladding tiles > ceramic-wall > CERAMIC-WALL 300X450,tiles and flooring (tfl),cladding tiles,ceramic-wall,CERAMIC-WALL 300X450,,CERAMIC-WALL 300X450,CERAMIC-WALL,,BX,India,BX,KGM,12.0,,CLADOR,NIRMANGHAR TRADERS PVT LTD(LCL,"PLOT NO-11, INDUSTRIAL AREA, PHASE 2,, PANCHKULA, HR, 134112",MATT,0.68,CERAMIC,8 MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
somany brika bon platina white full polish 600x1200 9.2mm,₹950.03 (₹61.29/SQFT),₹1704.00,44%,SOMANY,https://www.hippostores.com/somany-brika-bon-platina-white-full-polish-600x1200-9-2mm/product/3000010909,3000010909,tiles and flooring (tfl) > porcelain > porcelain > PORCELAIN 600X1200,tiles and flooring (tfl),porcelain,porcelain,PORCELAIN 600X1200,,PORCELAIN 600X1200,PORCELAIN,,BX,India,BX,KGM,27.0,,BRIKA BON,NIRMANGHAR TRADERS PVT LTD(LCL,"PLOT NO-11, INDUSTRIAL AREA, PHASE 2,, PANCHKULA, HR, 134112",FULL POLISH,1.44,PORCELAINE,9.2 MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
somany essentia beth wood natural ceramic-body 200x1000 8mm,₹722.29 (₹67.1/SQFT),₹982.00,26%,SOMANY,https://www.hippostores.com/somany-essentia-beth-wood-natural-ceramic-body-200x1000-8mm/product/3000009112,3000009112,tiles and flooring (tfl) > planks > ceramic- body > CERAMIC BDY 200X1000,tiles and flooring (tfl),planks,ceramic- body,CERAMIC BDY 200X1000,,CERAMIC- BODY 200X1000,CERAMIC- BODY,,BX,India,BX,KGM,22.0,,NORMAL,Somany Ceramics Limited,"Central Plant Kadi,14,G.I.D.C,Industrial Estate Kadi, Kadi, Kadi, GJ, 382715, Kasar Road Sankhol, Bahadurgarh",WOOD MATT,1.0,CERAMICS,8 MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
somany essentia stela blue ceramic-body 200x1000 8mm,₹722.29 (₹67.1/SQFT),₹982.00,26%,SOMANY,https://www.hippostores.com/somany-essentia-stela-blue-ceramic-body-200x1000-8mm/product/3000009118,3000009118,tiles and flooring (tfl) > planks > ceramic- body > CERAMIC BDY 200X1000,tiles and flooring (tfl),planks,ceramic- body,CERAMIC BDY 200X1000,,CERAMIC- BODY 200X1000,CERAMIC- BODY,,BX,India,BX,KGM,22.0,,NORMAL,Somany Ceramics Limited,"Central Plant Kadi,14,G.I.D.C,Industrial Estate Kadi, Kadi, Kadi, GJ, 382715, Kasar Road Sankhol, Bahadurgarh",WOOD MATT,1.0,CERAMICS,8 MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agl marble honey brinjal crystal 15mm,₹13437.47 (₹337.4/SQFT),₹19545.00,31%,AGL QUARTZ,https://www.hippostores.com/agl-marble-honey-brinjal-crystal-15mm/product/3000010053,3000010053,tiles and flooring (tfl) > marble & stones > marble & stones > NATURAL STONE,tiles and flooring (tfl),marble & stones,marble & stones,NATURAL STONE,,NATURAL STONE,MARBLE & STONES,,PCE,India,PCE,KGM,160.0,,CRYSTAL,HINDUSTAN MARBLE HOUSE,"5/1455 VASUNDHARA, GHAZIABAD, UP, 201012",MARBLE,3.7,COMPOSITE MARBLE,15MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agl marble ultima beige crystal 15mm,₹13437.47 (₹337.4/SQFT),₹19545.00,31%,AGL QUARTZ,https://www.hippostores.com/agl-marble-ultima-beige-crystal-15mm/product/3000010058,3000010058,tiles and flooring (tfl) > marble & stones > marble & stones > NATURAL STONE,tiles and flooring (tfl),marble & stones,marble & stones,NATURAL STONE,,NATURAL STONE,MARBLE & STONES,,PCE,India,PCE,KGM,160.0,,CRYSTAL,HINDUSTAN MARBLE HOUSE,"5/1455 VASUNDHARA, GHAZIABAD, UP, 201012",MARBLE,3.7,COMPOSITE MARBLE,15MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agl marble alps white empyrean white 15mm,₹15768.82 (₹395.93/SQFT),₹22935.00,31%,AGL QUARTZ,https://www.hippostores.com/agl-marble-alps-white-empyrean-white-15mm/product/3000010062,3000010062,tiles and flooring (tfl) > marble & stones > marble & stones > NATURAL STONE,tiles and flooring (tfl),marble & stones,marble & stones,NATURAL STONE,,NATURAL STONE,MARBLE & STONES,,PCE,India,PCE,KGM,160.0,,EMPYREAN WHITE,HINDUSTAN MARBLE HOUSE,"5/1455 VASUNDHARA, GHAZIABAD, UP, 201012",MARBLE,3.7,COMPOSITE MARBLE,15MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agl marble pearl white crystal white 15mm,₹14534.76 (₹364.95/SQFT),₹21140.00,31%,AGL QUARTZ,https://www.hippostores.com/agl-marble-pearl-white-crystal-white-15mm/product/3000010059,3000010059,tiles and flooring (tfl) > marble & stones > marble & stones > NATURAL STONE,tiles and flooring (tfl),marble & stones,marble & stones,NATURAL STONE,,NATURAL STONE,MARBLE & STONES,,PCE,India,PCE,KGM,160.0,,CRYSTAL WHITE,HINDUSTAN MARBLE HOUSE,"5/1455 VASUNDHARA, GHAZIABAD, UP, 201012",MARBLE,3.7,COMPOSITE MARBLE,15MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agl marble amazona empyrean 15mm,₹14397 (₹361.49/SQFT),₹20940.00,31%,AGL QUARTZ,https://www.hippostores.com/agl-marble-amazona-empyrean-15mm/product/3000010060,3000010060,tiles and flooring (tfl) > marble & stones > marble & stones > NATURAL STONE,tiles and flooring (tfl),marble & stones,marble & stones,NATURAL STONE,,NATURAL STONE,MARBLE & STONES,,PCE,India,PCE,KGM,160.0,,EMPYREAN,HINDUSTAN MARBLE HOUSE,"5/1455 VASUNDHARA, GHAZIABAD, UP, 201012",MARBLE,3.7,COMPOSITE MARBLE,15MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agl marble glacier epitoma european 15mm,₹17688.51 (₹444.14/SQFT),₹25727.00,31%,AGL QUARTZ,https://www.hippostores.com/agl-marble-glacier-epitoma-european-15mm/product/3000010064,3000010064,tiles and flooring (tfl) > marble & stones > marble & stones > NATURAL STONE,tiles and flooring (tfl),marble & stones,marble & stones,NATURAL STONE,,NATURAL STONE,MARBLE & STONES,,PCE,India,PCE,KGM,160.0,,EUROPEAN,HINDUSTAN MARBLE HOUSE,"5/1455 VASUNDHARA, GHAZIABAD, UP, 201012",MARBLE,3.7,COMPOSITE MARBLE,15MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orient bell skd pgvt grigio armani marble grey dk gvt-floor 600 x 1200 9mm,₹882.42 (₹56.93/SQFT),₹1069.00,17%,ORIENT BELL,https://www.hippostores.com/orient-bell-skd-pgvt-grigio-armani-marble-grey-dk-gvt-floor-600-x-1200-9mm/product/3000011203,3000011203,tiles and flooring (tfl) > rooms tiles > gvt-floor > GVT-FLOOR 600 X 1200,tiles and flooring (tfl),rooms tiles,gvt-floor,GVT-FLOOR 600 X 1200,,GVT-FLOOR 600 X 1200,GVT-FLOOR,,BX,India,BX,KGM,28.0,,,Orient Bell Limited,"PLOT NO 8, A-75 TO A-80, A-85 and A-22, INDUSTRIAL AREA,, Sikandrabad road, Sikandrabad, Bulandshahar, UP, 203205",,1.44,VITRIFIED,9 MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orient bell skd pgvt crystal onyx marble gvt-floor 600 x 1200 9mm,₹882.42 (₹56.93/SQFT),₹1069.00,17%,ORIENT BELL,https://www.hippostores.com/orient-bell-skd-pgvt-crystal-onyx-marble-gvt-floor-600-x-1200-9mm/product/3000011205,3000011205,tiles and flooring (tfl) > rooms tiles > gvt-floor > GVT-FLOOR 600 X 1200,tiles and flooring (tfl),rooms tiles,gvt-floor,GVT-FLOOR 600 X 1200,,GVT-FLOOR 600 X 1200,GVT-FLOOR,,BX,India,BX,KGM,28.0,,,Orient Bell Limited,"PLOT NO 8, A-75 TO A-80, A-85 and A-22, INDUSTRIAL AREA,, Sikandrabad road, Sikandrabad, Bulandshahar, UP, 203205",,1.44,VITRIFIED,9 MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orient bell skd pgvt pulpis marble beige gvt-floor 600 x 1200 9mm,₹882.42 (₹56.93/SQFT),₹1069.00,17%,ORIENT BELL,https://www.hippostores.com/orient-bell-skd-pgvt-pulpis-marble-beige-gvt-floor-600-x-1200-9mm/product/3000011208,3000011208,tiles and flooring (tfl) > rooms tiles > gvt-floor > GVT-FLOOR 600 X 1200,tiles and flooring (tfl),rooms tiles,gvt-floor,GVT-FLOOR 600 X 1200,,GVT-FLOOR 600 X 1200,GVT-FLOOR,,BX,India,BX,KGM,28.0,,,Orient Bell Limited,"PLOT NO 8, A-75 TO A-80, A-85 and A-22, INDUSTRIAL AREA,, Sikandrabad road, Sikandrabad, Bulandshahar, UP, 203205",,1.44,VITRIFIED,9 MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
