Name,Price,Mrp,Discount,Brand,Link,SKU_code,Path,Category 1,Category 2,Category 3,Category 4,Category 5,Product Type,Product Line,Model,UOM,Country of Origin,Sales Unit,Weight/ Volume UOM,Weight/ Volume,Shape,Series,Manufacturer/Importer Name,Manufacturer/Importer Address,Finish,Coverage Area/Box/SQMT,Base Material,Thickness,Module,Material Category,Material Description,External Material Group,Wattage,Type/ Mounting Type,Sub Brand,Fitment,Warranty,KEY,PASSWORD,FINGER PRINT,RFID CARD,Avg.Weight in KG/LTR/GM,Dimension/ Size,Wire Grade,Wire Length (Meter),BLUETOOTH,Pattern,Coverage Area/Box/SFT,Pack Size,Colour Family,Core,Colour Name(CCT),Series/Sub brands,Current Rating(AMP),Wire Area (sq. mm),Lumen,IOT,Size (Cut out) MM,Breaking Capacity,Pole,Way,Assembly Required,Assembly Type,What is in the Box,Product Care Instructions,Style,Age Range (Description),Special Feature,Number of Pcs,Size,Load Capacity,Metal Type,Noise,Steel Grade,Maximum Weight Recommendation,Angle,Occasion,Room Type,Surface Recommendation,Item Firmness Description
indo enviro milano paver tiles 80mm m30 grade yellow,₹887.95 (₹1918.43/SQFT),₹1806.00,51%,INDO ENVIRO,https://www.hippostores.com/indo-enviro-milano-paver-tiles-80mm-m30-grade-yellow/product/3000011458,3000011458,,,,,,,PAVERS,PAVEMENT BLOCKS,,MTK,India,MTK,KGM,5.0,,,INDO ENVIRO INTEGRATED SOLUTIO,"217 A, OKHLA PHASE - III,, DELHI, DL, 110020",MATT,0.043,CONCRETE,80MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
indo enviro milano paver tiles 60mm m30 grade yellow,₹660.8 (₹1427.67/SQFT),₹1344.00,51%,INDO ENVIRO,https://www.hippostores.com/indo-enviro-milano-paver-tiles-60mm-m30-grade-yellow/product/3000011455,3000011455,,,,,,,PAVERS,PAVEMENT BLOCKS,,MTK,India,MTK,KGM,5.0,,,INDO ENVIRO INTEGRATED SOLUTIO,"217 A, OKHLA PHASE - III,, DELHI, DL, 110020",MATT,0.043,CONCRETE,60MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
indo enviro brick paver tiles 300x150x100mm m30 grade grey,₹845.18 (₹1744.87/SQFT),₹1719.00,51%,INDO ENVIRO,https://www.hippostores.com/indo-enviro-brick-paver-tiles-300x150x100mm-m30-grade-grey/product/3000011450,3000011450,,,,,,,PAVERS,PAVEMENT BLOCKS,,MTK,India,MTK,KGM,5.5,,,INDO ENVIRO INTEGRATED SOLUTIO,"217 A, OKHLA PHASE - III,, DELHI, DL, 110020",MATT,0.045,CONCRETE,100MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
indo enviro milano paver tiles 100mm m30 grade grey,₹845.18 (₹1826.03/SQFT),₹1719.00,51%,INDO ENVIRO,https://www.hippostores.com/indo-enviro-milano-paver-tiles-100mm-m30-grade-grey/product/3000011459,3000011459,,,,,,,PAVERS,PAVEMENT BLOCKS,,MTK,India,MTK,KGM,5.0,,,INDO ENVIRO INTEGRATED SOLUTIO,"217 A, OKHLA PHASE - III,, DELHI, DL, 110020",MATT,0.043,CONCRETE,100MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
indo enviro milano paver tiles 100mm m30 grade red,₹948.43 (₹2049.1/SQFT),₹1929.00,51%,INDO ENVIRO,https://www.hippostores.com/indo-enviro-milano-paver-tiles-100mm-m30-grade-red/product/3000011460,3000011460,,,,,,,PAVERS,PAVEMENT BLOCKS,,MTK,India,MTK,KGM,5.0,,,INDO ENVIRO INTEGRATED SOLUTIO,"217 A, OKHLA PHASE - III,, DELHI, DL, 110020",MATT,0.043,CONCRETE,100MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
indo enviro milano paver tiles 80mm m30 grade grey,₹682.91 (₹1475.44/SQFT),₹1389.00,51%,INDO ENVIRO,https://www.hippostores.com/indo-enviro-milano-paver-tiles-80mm-m30-grade-grey/product/3000011456,3000011456,,,,,,,PAVERS,PAVEMENT BLOCKS,,MTK,India,MTK,KGM,5.0,,,INDO ENVIRO INTEGRATED SOLUTIO,"217 A, OKHLA PHASE - III,, DELHI, DL, 110020",MATT,0.043,CONCRETE,80MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
indo enviro milano paver tiles 100mm m30 grade yellow,₹1097.4 (₹2370.95/SQFT),₹2232.00,51%,INDO ENVIRO,https://www.hippostores.com/indo-enviro-milano-paver-tiles-100mm-m30-grade-yellow/product/3000011461,3000011461,,,,,,,PAVERS,PAVEMENT BLOCKS,,MTK,India,MTK,KGM,5.0,,,INDO ENVIRO INTEGRATED SOLUTIO,"217 A, OKHLA PHASE - III,, DELHI, DL, 110020",MATT,0.043,CONCRETE,100MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
indo enviro dumble paver tiles 200x160x60mm m30 grade grey,₹523.63 (₹1520.2/SQFT),₹1065.00,51%,INDO ENVIRO,https://www.hippostores.com/indo-enviro-dumble-paver-tiles-200x160x60mm-m30-grade-grey/product/3000011462,3000011462,,,,,,,PAVERS,PAVEMENT BLOCKS,,MTK,India,MTK,KGM,3.25,,,INDO ENVIRO INTEGRATED SOLUTIO,"217 A, OKHLA PHASE - III,, DELHI, DL, 110020",MATT,0.032,CONCRETE,60MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p-tal-hammered cutlery,₹649.99,,,P-TAL,https://www.hippostores.com/p-tal-hammered-cutlery/product/3000011507,3000011507,,,,,,,BRASS METAL,HANDMADE,,PCE,India,PCE,KGM,0.0,,HANDMADE,,,POLISH,,BRASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p-tal-brass ladle set,₹3691.97,,,P-TAL,https://www.hippostores.com/p-tal-brass-ladle-set/product/3000011505,3000011505,,,,,,,BRASS METAL,HANDMADE,,PCE,India,PCE,KGM,0.0,,HANDMADE,,,POLISH,,BRASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p-tal-gift box of brass cutlery,₹2300.96,,,P-TAL,https://www.hippostores.com/p-tal-gift-box-of-brass-cutlery/product/3000011506,3000011506,,,,,,,BRASS METAL,HANDMADE,,PCE,India,PCE,KGM,0.0,,HANDMADE,,,POLISH,,BRASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p-tal-brass tawa,₹2622,,,P-TAL,https://www.hippostores.com/p-tal-brass-tawa/product/3000011508,3000011508,,,,,,,BRASS METAL,HANDMADE,,PCE,India,PCE,KGM,0.0,,HANDMADE,,,POLISH,,BRASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p-tal-brass kadhai (3l),₹4226.99,,,P-TAL,https://www.hippostores.com/p-tal-brass-kadhai-3l/product/3000011509,3000011509,,,,,,,BRASS METAL,HANDMADE,,PCE,India,PCE,KGM,0.0,,HANDMADE,,,POLISH,,BRASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p-tal-brass kadhai (1l),₹3691.99,,,P-TAL,https://www.hippostores.com/p-tal-brass-kadhai-1l/product/3000011510,3000011510,,,,,,,BRASS METAL,HANDMADE,,PCE,India,PCE,KGM,0.0,,HANDMADE,,,POLISH,,BRASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
indo enviro dumble paver tiles 200x160x80mm m30 grade yellow,₹887.95 (₹2577.89/SQFT),₹1806.00,51%,INDO ENVIRO,https://www.hippostores.com/indo-enviro-dumble-paver-tiles-200x160x80mm-m30-grade-yellow/product/3000011467,3000011467,,,,,,,PAVERS,PAVEMENT BLOCKS,,MTK,India,MTK,KGM,3.25,,,INDO ENVIRO INTEGRATED SOLUTIO,"217 A, OKHLA PHASE - III,, DELHI, DL, 110020",MATT,0.032,CONCRETE,80MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
indo enviro dumble paver tiles 200x160x100mm m30 grade yellow,₹1097.4 (₹3185.97/SQFT),₹2232.00,51%,INDO ENVIRO,https://www.hippostores.com/indo-enviro-dumble-paver-tiles-200x160x100mm-m30-grade-yellow/product/3000011470,3000011470,,,,,,,PAVERS,PAVEMENT BLOCKS,,MTK,India,MTK,KGM,3.25,,,INDO ENVIRO INTEGRATED SOLUTIO,"217 A, OKHLA PHASE - III,, DELHI, DL, 110020",MATT,0.032,CONCRETE,100MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
indo enviro chequered paver tiles 300x300x25mm m30 grade red,₹331.88 (₹342.58/SQFT),₹675.00,51%,INDO ENVIRO,https://www.hippostores.com/indo-enviro-chequered-paver-tiles-300x300x25mm-m30-grade-red/product/3000011472,3000011472,,,,,,,PAVERS,PAVEMENT BLOCKS,,MTK,India,MTK,KGM,5.0,,,INDO ENVIRO INTEGRATED SOLUTIO,"217 A, OKHLA PHASE - III,, DELHI, DL, 110020",MATT,0.09,CONCRETE,25MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
indo enviro chequered paver tiles 300x300x25mm m30 grade yellow,₹377.6 (₹389.78/SQFT),₹768.00,51%,INDO ENVIRO,https://www.hippostores.com/indo-enviro-chequered-paver-tiles-300x300x25mm-m30-grade-yellow/product/3000011471,3000011471,,,,,,,PAVERS,PAVEMENT BLOCKS,,MTK,India,MTK,KGM,5.0,,,INDO ENVIRO INTEGRATED SOLUTIO,"217 A, OKHLA PHASE - III,, DELHI, DL, 110020",MATT,0.09,CONCRETE,25MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
indo enviro dumble paver tiles 200x160x100mm m30 grade grey,₹845.18 (₹2453.72/SQFT),₹1719.00,51%,INDO ENVIRO,https://www.hippostores.com/indo-enviro-dumble-paver-tiles-200x160x100mm-m30-grade-grey/product/3000011468,3000011468,,,,,,,PAVERS,PAVEMENT BLOCKS,,MTK,India,MTK,KGM,3.25,,,INDO ENVIRO INTEGRATED SOLUTIO,"217 A, OKHLA PHASE - III,, DELHI, DL, 110020",MATT,0.032,CONCRETE,100MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
indo enviro dumble paver tiles 200x160x80mm m30 grade red,₹771.43 (₹2239.61/SQFT),₹1569.00,51%,INDO ENVIRO,https://www.hippostores.com/indo-enviro-dumble-paver-tiles-200x160x80mm-m30-grade-red/product/3000011466,3000011466,,,,,,,PAVERS,PAVEMENT BLOCKS,,MTK,India,MTK,KGM,3.25,,,INDO ENVIRO INTEGRATED SOLUTIO,"217 A, OKHLA PHASE - III,, DELHI, DL, 110020",MATT,0.032,CONCRETE,80MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
indo enviro dumble paver tiles 200x160x100mm m30 grade red,₹948.43 (₹2753.48/SQFT),₹1929.00,51%,INDO ENVIRO,https://www.hippostores.com/indo-enviro-dumble-paver-tiles-200x160x100mm-m30-grade-red/product/3000011469,3000011469,,,,,,,PAVERS,PAVEMENT BLOCKS,,MTK,India,MTK,KGM,3.25,,,INDO ENVIRO INTEGRATED SOLUTIO,"217 A, OKHLA PHASE - III,, DELHI, DL, 110020",MATT,0.032,CONCRETE,100MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
indo enviro dumble paver tiles 200x160x80mm m30 grade grey,₹682.91 (₹1982.62/SQFT),₹1389.00,51%,INDO ENVIRO,https://www.hippostores.com/indo-enviro-dumble-paver-tiles-200x160x80mm-m30-grade-grey/product/3000011465,3000011465,,,,,,,PAVERS,PAVEMENT BLOCKS,,MTK,India,MTK,KGM,3.25,,,INDO ENVIRO INTEGRATED SOLUTIO,"217 A, OKHLA PHASE - III,, DELHI, DL, 110020",MATT,0.032,CONCRETE,80MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p-tal-brass thaali set,₹2980,,,P-TAL,https://www.hippostores.com/p-tal-brass-thaali-set/product/3000011518,3000011518,,,,,,,BRASS METAL,HANDMADE,,PCE,India,PCE,KGM,0.0,,HANDMADE,,,POLISH,,BRASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p-tal-brass masala box,₹4249.99,,,P-TAL,https://www.hippostores.com/p-tal-brass-masala-box/product/3000011516,3000011516,,,,,,,BRASS METAL,HANDMADE,,PCE,India,PCE,KGM,0.0,,HANDMADE,,,POLISH,,BRASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p-tal-brass puja thaali,₹1449.97,,,P-TAL,https://www.hippostores.com/p-tal-brass-puja-thaali/product/3000011519,3000011519,,,,,,,BRASS METAL,HANDMADE,,PCE,India,PCE,KGM,0.0,,HANDMADE,,,POLISH,,BRASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
indo enviro chequered paver tiles 300x300x25mm m30 grade grey,₹280.25 (₹289.29/SQFT),₹570.00,51%,INDO ENVIRO,https://www.hippostores.com/indo-enviro-chequered-paver-tiles-300x300x25mm-m30-grade-grey/product/3000011473,3000011473,,,,,,,PAVERS,PAVEMENT BLOCKS,,MTK,India,MTK,KGM,5.0,,,INDO ENVIRO INTEGRATED SOLUTIO,"217 A, OKHLA PHASE - III,, DELHI, DL, 110020",MATT,0.09,CONCRETE,25MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
indo enviro tech tile 60mm m30 grade yellow,₹660.8 (₹682.11/SQFT),₹1344.00,51%,INDO ENVIRO,https://www.hippostores.com/indo-enviro-tech-tile-60mm-m30-grade-yellow/product/3000011474,3000011474,,,,,,,PAVERS,PAVEMENT BLOCKS,,MTK,India,MTK,KGM,11.0,,,INDO ENVIRO INTEGRATED SOLUTIO,"217 A, OKHLA PHASE - III,, DELHI, DL, 110020",MATT,0.09,CONCRETE,60MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
indo enviro dumble paver tiles 200x160x60mm m30 grade yellow,₹660.8 (₹1918.43/SQFT),₹1344.00,51%,INDO ENVIRO,https://www.hippostores.com/indo-enviro-dumble-paver-tiles-200x160x60mm-m30-grade-yellow/product/3000011464,3000011464,,,,,,,PAVERS,PAVEMENT BLOCKS,,MTK,India,MTK,KGM,3.25,,,INDO ENVIRO INTEGRATED SOLUTIO,"217 A, OKHLA PHASE - III,, DELHI, DL, 110020",MATT,0.032,CONCRETE,60MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
